"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TELBSNZ","TELBSNZ_","TELRESD","TELRESD_","TELCELL","TELCELL_","TINTNET","TINTNET_","TCABLE","TCABLE_","BILPERD","BILPERD_","QADINE1X","QADI_E1X","QADINE2X","QADI_E2X","QADINE3X","QADI_E3X","QADCAB1X","QADC_B1X","QADCAB2X","QADC_B2X","QADCAB3X","QADC_B3X","TELRES1X","TELR_S1X","TELRES2X","TELR_S2X","TELRES3X","TELR_S3X","TELCEL1X","TELC_L1X","TELCEL2X","TELC_L2X","TELCEL3X","TELC_L3X","QADAPG1X","QADA_G1X","QADAPG2X","QADA_G2X","QADAPG3X","QADA_G3X"
"20141",2647065,16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",175,"D",175,"D",175,"D",.,"A",.,"A",.,"A"
"20141",2647065,17,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",22,"D",22,"D",22,"D",.,"A",.,"A",.,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647105,17,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",155,"D",155,"D",155,"D",.,"A",.,"A",.,"A"
"20141",2647115,17,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A"
"20141",2647125,20,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",180,"D",180,"D",.,"A",.,"A",.,"A"
"20141",2647135,24,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",5,"D",5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647165,36,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"D",55,"D",55,"D",.,"A",.,"A",.,"A"
"20141",2647165,37,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,"D",3,"D",3,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647205,55,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647205,56,0,"1",.,"A",,"A","2","D","1","D","1","D",,"A",50,"D",50,"D",50,"D",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",90,"F",90,"F",90,"F",.,"A",.,"A",.,"A"
"20141",2647295,42,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",89,"D",89,"D",89,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647355,29,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",140,"D",140,"D",140,"D",.,"A",.,"A",.,"A"
"20141",2647355,30,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"D",40,"D",40,"D",60,"D",60,"D",60,"D",80,"F",80,"F",80,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647395,68,0,"1",.,"A","1","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",64,"G",64,"G",63,"G",166,"G",166,"G",167,"G",.,"A",.,"A",.,"A"
"20141",2647445,28,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",31,"D",31,"D",31,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647475,20,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",64,"D",64,"D",64,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647485,25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",140,"D",140,"D",140,"D",.,"A",.,"A",.,"A"
"20141",2647575,23,0,"1",.,"A",,"A","2","D","2","D","2","D","5","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",20,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647585,28,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647625,59,0,"1",0.8,"D",,"A","2","D","1","D","2","D",,"A",5,"D",5,"D",5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"F",55,"F",55,"F",0,"D",0,"D",0,"D"
"20141",2647625,60,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",35,"F",35,"F",19,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647635,18,0,"1",0.4,"D",,"A","2","D","1","D","2","D",,"A",42,"D",42,"D",42,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A"
"20141",2647645,26,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647665,26,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",86,"D",86,"D",86,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647685,46,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A"
"20141",2647685,47,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"F",20,"F",0,"F",50,"F",80,"F",0,"F",48,"F",48,"F",148,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647745,88,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",188,"D",227,"D",202,"D",.,"A",.,"A",.,"A"
"20141",2647745,89,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",169,"D",184,"D",179,"D",.,"A",.,"A",.,"A"
"20141",2647745,90,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",36,"F",36,"F",36,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647755,13,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",32,"F",32,"F",32,"F",32,"F",32,"F",32,"F",80,"F",80,"F",80,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647755,14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A"
"20141",2647775,64,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",75,"D",75,"D",75,"D",195,"D",195,"D",195,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647775,65,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",35,"F",35,"F",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"F",90,"F",90,"F",.,"A",.,"A",.,"A"
"20141",2647805,35,0,"1",.,"A",,"A","2","D","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"F",240,"F",95,"F",.,"A",.,"A",.,"A"
"20141",2647845,21,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A"
"20141",2647865,6,0,"1",.,"A",,"A","2","D","2","D","1","D",,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",90,"F",90,"F",90,"F",.,"A",.,"A",.,"A"
"20141",2647875,8,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",33,"D",33,"D",33,"D",.,"A",.,"A",.,"A"
"20141",2647895,32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A"
"20141",2647895,33,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",37,"D",37,"D",37,"D",.,"A",.,"A",.,"A",23,"F",23,"F",23,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647925,20,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"F",0,"F",50,"F",50,"F",0,"F",50,"F",50,"F",150,"F",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647925,21,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A"
"20141",2647935,18,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",29,"F",0,"F",53,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",61,"F",90,"F",37,"F",.,"A",.,"A",.,"A"
"20141",2647965,25,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",30,"F",30,"F",30,"F",100,"F",100,"F",100,"F",17,"F",17,"F",17,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647965,26,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",9,"F",9,"F",9,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",38,"F",38,"F",38,"F",.,"A",.,"A",.,"A"
"20141",2647975,11,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",92,"F",92,"F",92,"F",.,"A",.,"A",.,"A"
"20141",2647985,60,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",74,"D",75,"D",75,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647985,61,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",94,"D",94,"D",94,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647985,62,0,"1",.,"A","1","D",,"A","2","D","2","D","5","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,"D",7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647985,63,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"D",84,"D",84,"D",.,"A",.,"A",.,"A"
"20141",2647985,64,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",78,"D",67,"D",71,"D",.,"A",.,"A",.,"A"
"20141",2647995,52,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",105,"D",105,"D",105,"D",.,"A",.,"A",.,"A"
"20141",2648015,26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",220,"D",220,"D",220,"D",.,"A",.,"A",.,"A"
"20141",2648035,29,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",360,"D",360,"D",.,"A",.,"A",.,"A"
"20141",2648065,31,0,"1",.,"A","1","D",,"A","2","F","2","F",,"A",.,"A",30,"F",.,"A",.,"A",80,"F",.,"A",20,"F",23,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648075,61,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",120,"D",120,"D",.,"A",.,"A",.,"A"
"20141",2648075,62,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",60,"F",50,"F",50,"F",70,"F",100,"F",100,"F",70,"F",50,"F",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648105,48,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",82,"D",82,"D",82,"D",.,"A",.,"A",.,"A"
"20141",2648165,15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",90,"D",90,"D",.,"A",.,"A",.,"A"
"20141",2648245,17,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",36,"D",36,"D",36,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648245,18,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",17,"D",17,"D",17,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648255,19,0,"1",.,"A",,"A","2","D","1","D","1","D",,"A",35,"D",30,"D",35,"D",55,"D",60,"D",55,"D",.,"A",.,"A",.,"A",10,"F",5,"F",5,"F",.,"A",.,"A",.,"A"
"20141",2648265,13,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A"
"20141",2648275,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A"
"20141",2648285,15,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"D",40,"D",40,"D",70,"D",70,"D",70,"D",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648325,32,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"F",100,"F",100,"F",.,"A",.,"A",.,"A"
"20141",2648345,24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",105,"D",105,"D",105,"D",.,"A",.,"A",.,"A"
"20141",2648385,21,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"F",90,"F",90,"F",.,"A",.,"A",.,"A"
"20141",2648385,22,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",57,"D",57,"D",57,"D",.,"A",.,"A",.,"A"
"20141",2648405,12,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",154,"D",154,"D",154,"D",.,"A",.,"A",.,"A"
"20141",2648435,13,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"F",100,"F",100,"F",.,"A",.,"A",.,"A"
"20141",2648435,14,0,"1",.,"A","1","D",,"A","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",43,"F",33,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648455,91,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A"
"20141",2648455,92,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",49,"F",30,"F",30,"F",110,"F",100,"F",100,"F",31,"F",60,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648465,14,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",24,"D",24,"D",24,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648465,15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",52,"D",52,"D",52,"D",.,"A",.,"A",.,"A"
"20141",2648505,50,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",170,"D",170,"D",170,"D",.,"A",.,"A",.,"A"
"20141",2648525,57,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",104,"D",104,"D",104,"D",.,"A",.,"A",.,"A"
"20141",2648535,33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",38,"D",38,"D",.,"A",.,"A",.,"A"
"20141",2648575,15,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",122,"F",122,"F",122,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648575,16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A"
"20141",2648605,68,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648605,69,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A"
"20141",2648635,23,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"D",40,"D",40,"D",70,"D",70,"D",70,"D",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648665,18,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",38,"F",15,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",61,"F",84,"F",79,"F",.,"A",.,"A",.,"A"
"20141",2648705,43,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",66,"F",67,"F",67,"F",.,"A",.,"A",.,"A"
"20141",2648705,44,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",84,"D",90,"D",82,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648735,23,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",164,"V",166,"V",166,"V",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",350,"F",350,"F",350,"F",.,"A",.,"A",.,"A"
"20141",2648755,53,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",30,"F",30,"F",30,"F",73,"F",73,"F",73,"F",65,"F",65,"F",65,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648785,36,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",248,"D",248,"D",248,"D",.,"A",.,"A",.,"A"
"20141",2648795,28,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",47,"D",47,"D",47,"D",60,"D",60,"D",60,"D",48,"F",48,"F",48,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648845,10,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",47,"D",47,"D",47,"D",.,"A",.,"A",.,"A"
"20141",2648885,26,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648925,18,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",52,"F",52,"F",52,"F",0,"D",0,"D",0,"D"
"20141",2648965,33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",180,"D",180,"D",.,"A",.,"A",.,"A"
"20141",2649025,26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",41,"D",41,"D",41,"D",.,"A",.,"A",.,"A"
"20141",2649045,28,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"D",85,"D",85,"D",.,"A",.,"A",.,"A"
"20141",2649075,25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A"
"20141",2649095,39,0,"1",.,"A","1","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",43,"G",44,"G",44,"G",102,"G",101,"G",101,"G",.,"A",.,"A",.,"A"
"20141",2649095,40,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",78,"D",78,"D",78,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649105,41,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",155,"D",155,"D",155,"D",.,"A",.,"A",.,"A"
"20141",2649125,33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",86,"D",84,"D",84,"D",.,"A",.,"A",.,"A"
"20141",2649155,56,0,"1",.,"A","1","D","2","D","1","D","1","D",,"A",30,"D",30,"D",30,"D",180,"D",180,"D",180,"D",62,"G",61,"G",61,"G",148,"G",149,"G",149,"G",.,"A",.,"A",.,"A"
"20141",2649185,33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",88,"D",88,"D",70,"D",.,"A",.,"A",.,"A"
"20141",2649185,34,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",41,"F",41,"F",48,"F",62,"F",62,"F",69,"F",72,"F",72,"F",58,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649205,75,0,"1",.,"A","1","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",78,"G",77,"G",78,"G",122,"G",123,"G",122,"G",.,"A",.,"A",.,"A"
"20141",2649235,51,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",77,"D",77,"D",77,"D",.,"A",.,"A",.,"A"
"20141",2649235,52,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A"
"20141",2649275,15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",53,"D",53,"D",53,"D",.,"A",.,"A",.,"A"
"20141",2649315,65,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"D",50,"D",50,"D",71,"D",71,"D",71,"D",14,"F",179,"F",24,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649325,39,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",129,"D",129,"D",129,"D",.,"A",.,"A",.,"A"
"20141",2649325,40,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649375,27,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A"
"20141",2649395,32,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"D",40,"D",40,"D",40,"D",40,"D",40,"D",234,"F",244,"F",321,"V",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649395,33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",96,"D",96,"D",96,"D",.,"A",.,"A",.,"A"
"20141",2649405,36,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A"
"20141",2649445,36,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",45,"F",40,"F",40,"F",50,"F",40,"F",40,"F",57,"F",72,"F",72,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649465,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A"
