"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TELBSNZ","TELBSNZ_","TELRESD","TELRESD_","TELCELL","TELCELL_","TINTNET","TINTNET_","TCABLE","TCABLE_","BILPERD","BILPERD_","QADINE1X","QADI_E1X","QADINE2X","QADI_E2X","QADINE3X","QADI_E3X","QADCAB1X","QADC_B1X","QADCAB2X","QADC_B2X","QADCAB3X","QADC_B3X","TELRES1X","TELR_S1X","TELRES2X","TELR_S2X","TELRES3X","TELR_S3X","TELCEL1X","TELC_L1X","TELCEL2X","TELC_L2X","TELCEL3X","TELC_L3X","QADAPG1X","QADA_G1X","QADAPG2X","QADA_G2X","QADAPG3X","QADA_G3X"
"20141",2649465,24,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"D",40,"D",40,"D",80,"D",80,"D",80,"D",43,"F",43,"F",43,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649475,32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",166,"D",166,"D",.,"A",.,"A",.,"A"
"20141",2649485,65,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",151,"D",151,"D",151,"D",.,"A",.,"A",.,"A"
"20141",2649485,66,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,"D",4,"D",4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649515,21,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"D",50,"D",50,"D",100,"D",100,"D",100,"D",100,"F",100,"F",100,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649535,109,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",230,"D",230,"D",230,"D",.,"A",.,"A",.,"A"
"20141",2649535,110,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",25,"F",25,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649585,31,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",123,"F",123,"F",123,"F",0,"F",0,"F",0,"F"
"20141",2649585,32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A"
"20141",2649585,33,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",250,"F",250,"F",250,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649645,20,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"D",85,"D",85,"D",.,"A",.,"A",.,"A"
"20141",2649655,38,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",51,"F",51,"F",30,"F",41,"F",41,"F",50,"F",7,"F",7,"F",19,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649655,39,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A"
"20141",2649665,26,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",22,"D",22,"D",22,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",113,"F",113,"F",113,"F",.,"A",.,"A",.,"A"
"20141",2649675,46,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",19,"D",19,"D",19,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649675,47,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",140,"D",140,"D",140,"D",.,"A",.,"A",.,"A"
"20141",2649695,14,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",50,"F",50,"F",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"F",100,"F",100,"F",.,"A",.,"A",.,"A"
"20141",2649705,20,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649725,45,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",210,"F",210,"F",210,"F",.,"A",.,"A",.,"A"
"20141",2649775,25,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649775,26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A"
"20141",2649805,15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A"
"20141",2649815,27,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",46,"D",46,"D",46,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649885,26,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",20,"F",20,"F",20,"F",.,"A",.,"A",.,"A",60,"F",60,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649895,38,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",255,"D",255,"D",255,"D",.,"A",.,"A",.,"A"
"20141",2649915,27,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",175,"D",175,"D",175,"D",.,"A",.,"A",.,"A"
"20141",2649955,15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A"
"20141",2649965,45,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",35,"D",35,"D",35,"D",20,"D",20,"D",20,"D",20,"F",20,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649985,37,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",24,"D",24,"D",26,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649985,38,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A"
"20141",2649985,39,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",35,"F",2,"F",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"F",8,"F",65,"F",.,"A",.,"A",.,"A"
"20141",2650095,33,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650105,14,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",29,"D",29,"D",29,"D",.,"A",.,"A",.,"A",25,"F",28,"F",28,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650115,33,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",40,"F",40,"F",70,"F",70,"F",70,"F",34,"F",34,"F",34,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650115,34,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",147,"D",147,"D",147,"D",.,"A",.,"A",.,"A"
"20141",2650135,20,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",90,"D",90,"D",90,"D",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650155,31,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",30,"F",0,"F",26,"F",100,"F",0,"F",76,"F",29,"F",159,"F",57,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650155,32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",260,"D",260,"D",260,"D",.,"A",.,"A",.,"A"
"20141",2650185,35,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A"
"20141",2650185,36,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",195,"F",195,"F",195,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650195,83,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A",65,"F",65,"F",65,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650195,84,0,"1",0.25,"D",,"A","2","D","1","D","2","D",,"A",15,"D",15,"D",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",218,"F",218,"F",218,"F",.,"A",.,"A",.,"A"
"20141",2650225,17,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A"
"20141",2650245,49,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",120,"D",120,"D",.,"A",.,"A",.,"A"
"20141",2650245,50,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",100,"F",100,"F",100,"F",60,"F",60,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650275,71,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A"
"20141",2650285,29,0,"1",.,"A",,"A","2","D","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"F",72,"F",195,"F",.,"A",.,"A",.,"A"
"20141",2650285,30,0,"1",.,"A","1","D",,"A","2","F","2","F",,"A",45,"F",.,"A",.,"A",.,"A",.,"A",.,"A",90,"F",84,"F",114,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650295,40,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",109,"F",113,"F",108,"F",4,"D",4,"D",4,"D"
"20141",2650315,29,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"D",35,"D",60,"D",.,"A",.,"A",.,"A"
"20141",2650325,10,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",175,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650335,36,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",15,"D",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650385,22,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A"
"20141",2650445,18,0,"1",.,"A","1","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",51,"G",50,"G",49,"G",89,"G",90,"G",91,"G",.,"A",.,"A",.,"A"
"20141",2650455,12,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",58,"D",58,"D",58,"D",.,"A",.,"A",.,"A"
"20141",2650475,13,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",29,"F",29,"F",59,"F",49,"F",49,"F",30,"F",21,"F",21,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650495,40,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",140,"D",140,"D",140,"D",.,"A",.,"A",.,"A"
"20141",2650515,33,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",86,"D",86,"D",86,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650545,14,0,"1",0.02,"D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",106,"D",106,"D",106,"D",.,"A",.,"A",.,"A"
"20141",2650575,61,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",25,"D",25,"D",25,"D",49,"D",49,"D",49,"D",69,"F",69,"F",69,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650595,32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",83,"D",84,"D",84,"D",.,"A",.,"A",.,"A"
"20141",2650605,25,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"D",40,"D",40,"D",50,"D",50,"D",50,"D",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650635,24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",209,"D",209,"D",209,"D",.,"A",.,"A",.,"A"
"20141",2650685,33,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",45,"F",29,"F",45,"F",.,"A",.,"A",.,"A",33,"F",49,"F",33,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650715,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",125,"D",125,"D",125,"D",.,"A",.,"A",.,"A"
"20141",2650735,55,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",34,"D",34,"D",34,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650735,56,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",183,"D",183,"D",183,"D",.,"A",.,"A",.,"A"
"20141",2650755,13,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650815,6,0,"1",.,"A",,"A","2","D","1","D","1","D",,"A",40,"F",40,"F",20,"F",60,"F",60,"F",60,"F",.,"A",.,"A",.,"A",100,"F",100,"F",120,"F",.,"A",.,"A",.,"A"
"20141",2650825,43,0,"1",0.5,"D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",115,"D",115,"D",115,"D",.,"A",.,"A",.,"A"
"20141",2650865,37,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A",59,"F",59,"F",59,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650865,38,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",46,"D",46,"D",46,"D",.,"A",.,"A",.,"A"
"20141",2650955,13,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",35,"D",35,"D",35,"D",35,"D",35,"D",35,"D",5,"F",5,"F",5,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651015,22,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",90,"D",90,"D",.,"A",.,"A",.,"A"
"20141",2651025,45,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",52,"D",52,"D",52,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651025,46,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",180,"D",180,"D",.,"A",.,"A",.,"A"
"20141",2651025,47,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A"
"20141",2651035,14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A"
"20141",2651045,26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",23,"D",23,"D",23,"D",.,"A",.,"A",.,"A"
"20141",2651045,27,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",27,"D",27,"D",27,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651075,21,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A"
"20141",2651105,13,0,"1",.,"A",,"A","2","D","2","D","2","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651115,47,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",46,"D",46,"D",46,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651115,48,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",114,"D",114,"D",114,"D",.,"A",.,"A",.,"A"
"20141",2651115,49,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",54,"D",54,"D",54,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"F",100,"F",100,"F",.,"A",.,"A",.,"A"
"20141",2651165,38,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",24,"F",24,"F",24,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651165,39,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",12,"D",12,"D",12,"D",.,"A",.,"A",.,"A"
"20141",2651185,21,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",30,"F",50,"F",73,"F",110,"F",75,"F",40,"F",13,"F",28,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651195,32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",287,"D",287,"D",287,"D",.,"A",.,"A",.,"A"
"20141",2651205,60,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"D",55,"D",55,"D",.,"A",.,"A",.,"A"
"20141",2651225,41,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",94,"F",94,"F",94,"F",.,"A",.,"A",.,"A"
"20141",2651225,42,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",42,"D",42,"D",42,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651235,18,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",38,"D",38,"D",38,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651245,42,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",45,"D",45,"D",45,"D",80,"D",80,"D",80,"D",27,"F",27,"F",27,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651245,43,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",95,"F",95,"F",95,"F",.,"A",.,"A",.,"A"
"20141",2651275,12,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A"
"20141",2651315,46,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A"
"20141",2651375,29,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",88,"D",88,"D",88,"D",.,"A",.,"A",.,"A"
"20141",2651385,69,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",176,"D",176,"D",176,"D",.,"A",.,"A",.,"A"
"20141",2651385,70,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",53,"D",53,"D",53,"D",57,"D",57,"D",57,"D",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651385,71,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",70,"D",70,"D",70,"D",70,"D",70,"D",70,"D",36,"F",36,"F",36,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651405,22,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",34,"D",34,"D",34,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651405,23,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",231,"D",312,"T",247,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651425,28,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",230,"D",230,"D",230,"D",.,"A",.,"A",.,"A"
"20141",2651435,14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A"
"20141",2651435,15,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",37,"D",37,"D",37,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651445,39,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",60,"F",30,"F",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",187,"F",97,"F",72,"F",.,"A",.,"A",.,"A"
"20141",2651445,40,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",46,"F",46,"F",40,"F",91,"F",91,"F",45,"F",49,"F",49,"F",101,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651455,25,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",0,"D",0,"D",122,"D",50,"F",50,"F",55,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651455,26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A"
"20141",2651475,22,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"D",55,"D",55,"D",.,"A",.,"A",.,"A"
"20141",2651485,37,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A"
"20141",2651505,29,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",140,"D",140,"D",140,"D",.,"A",.,"A",.,"A"
"20141",2651535,18,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",45,"D",49,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651555,41,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",50,"F",40,"F",60,"F",75,"F",60,"F",46,"F",21,"F",46,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651575,30,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651585,36,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",20,"F",35,"F",30,"F",50,"F",60,"F",30,"F",50,"F",25,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
