NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE_,IMPNUM,VALUE
03440154,03,2017,900090,2,,3,57.5833
03440154,03,2017,900090,2,,4,57.5833
03440154,03,2017,900090,2,,5,57.5833
03440154,01,2017,900150,2,,1,58
03440154,01,2017,900150,2,,2,58
03440154,01,2017,900150,2,,3,58
03440154,01,2017,900150,2,,4,58
03440154,01,2017,900150,2,,5,58
03440154,02,2017,900150,2,,1,58
03440154,02,2017,900150,2,,2,58
03440154,02,2017,900150,2,,3,58
03440154,02,2017,900150,2,,4,58
03440154,02,2017,900150,2,,5,58
03440154,03,2017,900150,2,,1,58
03440154,03,2017,900150,2,,2,58
03440154,03,2017,900150,2,,3,58
03440154,03,2017,900150,2,,4,58
03440154,03,2017,900150,2,,5,58
03440154,01,2017,980000,2,,1,179.5833
03440154,01,2017,980000,2,,2,179.5833
03440154,01,2017,980000,2,,3,179.5833
03440154,01,2017,980000,2,,4,179.5833
03440154,01,2017,980000,2,,5,179.5833
03440154,02,2017,980000,2,,1,179.5833
03440154,02,2017,980000,2,,2,179.5833
03440154,02,2017,980000,2,,3,179.5833
03440154,02,2017,980000,2,,4,179.5833
03440154,02,2017,980000,2,,5,179.5833
03440154,03,2017,980000,2,,1,179.5833
03440154,03,2017,980000,2,,2,179.5833
03440154,03,2017,980000,2,,3,179.5833
03440154,03,2017,980000,2,,4,179.5833
03440154,03,2017,980000,2,,5,179.5833
03440174,01,2017,800940,2,,1,1177.6667
03440174,01,2017,800940,2,,2,632.5
03440174,01,2017,800940,2,,3,932.5
03440174,01,2017,800940,2,,4,450.9167
03440174,01,2017,800940,2,,5,1188.75
03440174,02,2017,800940,2,,1,1177.6667
03440174,02,2017,800940,2,,2,632.5
03440174,02,2017,800940,2,,3,932.5
03440174,02,2017,800940,2,,4,450.9167
03440174,02,2017,800940,2,,5,1188.75
03440174,03,2017,800940,2,,1,1177.6667
03440174,03,2017,800940,2,,2,632.5
03440174,03,2017,800940,2,,3,932.5
03440174,03,2017,800940,2,,4,450.9167
03440174,03,2017,800940,2,,5,1188.75
03440174,01,2017,900000,2,,1,15822.1667
03440174,01,2017,900000,2,,2,8267.9167
03440174,01,2017,900000,2,,3,12188.8333
03440174,01,2017,900000,2,,4,5894.5833
03440174,01,2017,900000,2,,5,15539.6667
03440174,02,2017,900000,2,,1,15822.1667
03440174,02,2017,900000,2,,2,8267.9167
03440174,02,2017,900000,2,,3,12188.8333
03440174,02,2017,900000,2,,4,5894.5833
03440174,02,2017,900000,2,,5,15539.6667
03440174,03,2017,900000,2,,1,15822.1667
03440174,03,2017,900000,2,,2,8267.9167
03440174,03,2017,900000,2,,3,12188.8333
03440174,03,2017,900000,2,,4,5894.5833
03440174,03,2017,900000,2,,5,15539.6667
03440174,01,2017,980000,2,,1,15822.1667
03440174,01,2017,980000,2,,2,8267.9167
03440174,01,2017,980000,2,,3,12188.8333
03440174,01,2017,980000,2,,4,5894.5833
03440174,01,2017,980000,2,,5,15539.6667
03440174,02,2017,980000,2,,1,15822.1667
03440174,02,2017,980000,2,,2,8267.9167
03440174,02,2017,980000,2,,3,12188.8333
03440174,02,2017,980000,2,,4,5894.5833
03440174,02,2017,980000,2,,5,15539.6667
03440174,03,2017,980000,2,,1,15822.1667
03440174,03,2017,980000,2,,2,8267.9167
03440174,03,2017,980000,2,,3,12188.8333
03440174,03,2017,980000,2,,4,5894.5833
03440174,03,2017,980000,2,,5,15539.6667
03440204,01,2017,800940,2,,1,242.5
03440204,01,2017,800940,2,,2,246.75
03440204,01,2017,800940,2,,3,245.25
03440204,01,2017,800940,2,,4,233.0833
03440204,01,2017,800940,2,,5,252.3333
03440204,02,2017,800940,2,,1,242.5
03440204,02,2017,800940,2,,2,246.75
03440204,02,2017,800940,2,,3,245.25
03440204,02,2017,800940,2,,4,233.0833
03440204,02,2017,800940,2,,5,252.3333
03440204,03,2017,800940,2,,1,242.5
03440204,03,2017,800940,2,,2,246.75
03440204,03,2017,800940,2,,3,245.25
03440204,03,2017,800940,2,,4,233.0833
03440204,03,2017,800940,2,,5,252.3333
03440204,01,2017,900000,2,,1,3170.25
03440204,01,2017,900000,2,,2,3225.1667
03440204,01,2017,900000,2,,3,3206
