file_path,inferred_type,size_bytes,structure
Demand Elasticity/intrvw16/expn16/frb16.csv,csv,13643,columns=9:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|QFRT3MCX|QFRT_MCX|QREP3MCX|QREP_MCX
Demand Elasticity/intrvw16/expn16/hel16.csv,csv,146910,columns=73:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOG|PROP0NOG|OWNYG|OWNYG_|NEWMRTG|...
Demand Elasticity/intrvw16/expn16/ihb16.csv,csv,4778763,columns=39:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|HHIPDLIB|HHIP_LIB|HHISTATB|HHIS_ATB|HHICOVQ|...
Demand Elasticity/intrvw16/expn16/ihc16.csv,csv,2902004,columns=23:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|HHMCRENR|HHMC_ENR|HHMCRCOV|HHMC_COV|MDCDENR|...
Demand Elasticity/intrvw16/expn16/ihd16.csv,csv,739146,columns=26:QYEAR|NEWID|SEQNO|ALCNO|PRTDMBNO|PRTD_BNO|ENROLLMO|ENRO_LMO|ENROLLYR|ENRO_LYR|...
Demand Elasticity/intrvw16/expn16/inb16.csv,csv,13501193,columns=67:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|POLICYIB|POLI_YIB|PLCYSTAB|PLCY_TAB|POLICYYB|...
Demand Elasticity/intrvw16/expn16/lsd16.csv,csv,447827,columns=53:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|LSDNUM|LSDNUM_|LSDCODE|LSDCODE_|MODELYR|...
Demand Elasticity/intrvw16/expn16/mdb16.csv,csv,5540601,columns=33:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|MEDPCARY|MEDP_ARY|MEDPGFTC|MEDP_FTC|MEDPMTMO|...
Demand Elasticity/intrvw16/expn16/mdc16.csv,csv,118053,columns=33:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|MEDRCARY|MEDR_ARY|MEDRGFTC|MEDR_FTC|MEDRMBMO|...
Demand Elasticity/intrvw16/expn16/mis16.csv,csv,4902872,columns=31:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|MISCCODE|MISC_ODE|MISCMO|MISCMO_|MISCGFTC|...
Demand Elasticity/intrvw16/expn16/mor16.csv,csv,3565182,columns=73:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOF|PROP0NOF|OWNYF|OWNYF_|NEWMRRT|...
Demand Elasticity/intrvw16/expn16/opb16.csv,csv,3679509,columns=43:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOB|PROP0NOB|OWNYB|OWNYB_|OBSNSZB|...
Demand Elasticity/intrvw16/expn16/opd16.csv,csv,11813,columns=19:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOD|PROP0NOD|OWNYD|OWNYD_|DISPMTHD|...
Demand Elasticity/intrvw16/expn16/oph16.csv,csv,135375,columns=21:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOH|PROP0NOH|OWNYH|OWNYH_|PAIDLOAN|...
Demand Elasticity/intrvw16/expn16/opi16.csv,csv,15722920,columns=152:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOI|PROP0NOI|OWNYI|OWNYI_|QRENTDDZ|...
Demand Elasticity/intrvw16/expn16/ovb16.csv,csv,18163416,columns=88:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|VEHICYB|VEHICYB_|VEHICYR|VEHICYR_|VEHBSNZ|...
Demand Elasticity/intrvw16/expn16/ovc16.csv,csv,167367,columns=23:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|VEHICYC|VEHICYC_|VEHDISP|VEHDISP_|VDISPMO|...
Demand Elasticity/intrvw16/expn16/rnt16.csv,csv,2687840,columns=55:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|SAMP_UN|SAMP_UN_|RTELECT|RTELECT_|RTGAS|...
Demand Elasticity/intrvw16/expn16/rtv16.csv,csv,71770,columns=13:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|RENTCODE|RENT_ODE|BSNSPCTZ|BSNS_CTZ|QADRENTX|...
Demand Elasticity/intrvw16/expn16/sub16.csv,csv,3638975,columns=14:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|S17CODEA|S17C_DEA|S17GFTCA|S17G_TCA|SUBEXPX|...
Demand Elasticity/intrvw16/expn16/trd16.csv,csv,328133,columns=11:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|NUMYUPD|NUMYUPD_|TOTYUPDX|TOTY_PDX|TOTYUPDY|...
Demand Elasticity/intrvw16/expn16/tre16.csv,csv,153130,columns=9:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|TRNONCUX|TRNO_CUX|TRNONCUY|TRNO_CUY
Demand Elasticity/intrvw16/expn16/trf16.csv,csv,37327,columns=27:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|NUMLOC|NUMLOC_|LOCLODGX|LOCL_DGX|ALCMEALX|...
Demand Elasticity/intrvw16/expn16/trv16.csv,csv,3674252,columns=93:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|WHATPART|WHAT_ART|TRIPIDBC|TRIP_DBC|NUMSAME|...
Demand Elasticity/intrvw16/expn16/uta16.csv,csv,6618607,columns=49:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|TELBSNZ|TELBSNZ_|TELRESD|TELRESD_|TELCELL|...
Demand Elasticity/intrvw16/expn16/utc16.csv,csv,12235504,columns=39:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|UTILY|UTILY_|WHATPROP|WHAT_ROP|BLPERIOD|...
Demand Elasticity/intrvw16/expn16/uti16.csv,csv,3624018,columns=28:QYEAR|NEWID|SEQNO|ALCNO|INTSERV|INTSERV_|INTMO|INTMO_|INTCHGX|INTCHGX_|...
Demand Elasticity/intrvw16/expn16/utp16.csv,csv,1107421,columns=7:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|QFCD3MCX|QFCD_MCX
Demand Elasticity/intrvw16/expn16/veq16.csv,csv,4481279,columns=37:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|VOPMOA|VOPMOA_|VOPEXPX|VOPEXPX_|VOPRMBXA|...
Demand Elasticity/intrvw16/expn16/vlr16.csv,csv,932082,columns=19:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|VOPREGY|VOPREGY_|VOPMO_C|VOPMO_C_|VOPREGX|...
Demand Elasticity/intrvw16/expn16/vot16.csv,csv,3081201,columns=27:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|VOPFLUDX|VOPF_UDX|VOPPARKX|VOPP_RKX|VOPTOWX|...
Demand Elasticity/intrvw16/expn16/xpa16.csv,csv,3719024,columns=31:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|JMKPURQV|JMKP_RQV|JNONFDQV|JNON_DQV|JOTHSTQV|...
Demand Elasticity/intrvw16/expn16/xpb16.csv,csv,3628990,columns=33:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|OTHLNDRX|OTHL_DRX|OTHDCLNX|OTHD_LNX|SAFDPSTX|...
Demand Elasticity/intrvw16/intrvw16/fmli161x.csv,csv,17356695,columns=809:NEWID|DIRACC|DIRACC_|AGE_REF|AGE_REF_|AGE2|AGE2_|AS_COMP1|AS_C_MP1|AS_COMP2|...
Demand Elasticity/intrvw16/intrvw16/fmli162.csv,csv,17153354,columns=809:NEWID|DIRACC|DIRACC_|AGE_REF|AGE_REF_|AGE2|AGE2_|AS_COMP1|AS_C_MP1|AS_COMP2|...
Demand Elasticity/intrvw16/intrvw16/fmli163.csv,csv,17277954,columns=809:NEWID|DIRACC|DIRACC_|AGE_REF|AGE_REF_|AGE2|AGE2_|AS_COMP1|AS_C_MP1|AS_COMP2|...
Demand Elasticity/intrvw16/intrvw16/fmli164.csv,csv,17073206,columns=809:NEWID|DIRACC|DIRACC_|AGE_REF|AGE_REF_|AGE2|AGE2_|AS_COMP1|AS_C_MP1|AS_COMP2|...
Demand Elasticity/intrvw16/intrvw16/fmli171.csv,csv,16824117,columns=809:NEWID|DIRACC|DIRACC_|AGE_REF|AGE_REF_|AGE2|AGE2_|AS_COMP1|AS_C_MP1|AS_COMP2|...
Demand Elasticity/intrvw16/intrvw16/itbi161x.csv,csv,16278598,columns=7:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE|VALUE_
Demand Elasticity/intrvw16/intrvw16/itbi162.csv,csv,16142965,columns=7:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE|VALUE_
Demand Elasticity/intrvw16/intrvw16/itbi163.csv,csv,16273690,columns=7:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE|VALUE_
Demand Elasticity/intrvw16/intrvw16/itbi164.csv,csv,16044748,columns=7:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE|VALUE_
Demand Elasticity/intrvw16/intrvw16/itbi171.csv,csv,15856018,columns=7:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE|VALUE_
Demand Elasticity/intrvw16/intrvw16/itii161x.csv,csv,22776760,columns=8:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE_|IMPNUM|VALUE
Demand Elasticity/intrvw16/intrvw16/itii162.csv,csv,22553227,columns=8:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE_|IMPNUM|VALUE
Demand Elasticity/intrvw16/intrvw16/itii163.csv,csv,22638646,columns=8:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE_|IMPNUM|VALUE
Demand Elasticity/intrvw16/intrvw16/itii164.csv,csv,22369840,columns=8:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE_|IMPNUM|VALUE
Demand Elasticity/intrvw16/intrvw16/itii171.csv,csv,21866098,columns=8:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE_|IMPNUM|VALUE
Demand Elasticity/intrvw16/intrvw16/memi161x.csv,csv,8779891,columns=181:NEWID|AGE|AGE_|ANGOVRTX|ANGO_RTX|ANPRVPNX|ANPR_PNX|ANRRDEDX|ANRR_EDX|ARM_FORC|...
Demand Elasticity/intrvw16/intrvw16/memi162.csv,csv,8689469,columns=181:NEWID|AGE|AGE_|ANGOVRTX|ANGO_RTX|ANPRVPNX|ANPR_PNX|ANRRDEDX|ANRR_EDX|ARM_FORC|...
Demand Elasticity/intrvw16/intrvw16/memi163.csv,csv,8743439,columns=181:NEWID|AGE|AGE_|ANGOVRTX|ANGO_RTX|ANPRVPNX|ANPR_PNX|ANRRDEDX|ANRR_EDX|ARM_FORC|...
Demand Elasticity/intrvw16/intrvw16/memi164.csv,csv,8655836,columns=181:NEWID|AGE|AGE_|ANGOVRTX|ANGO_RTX|ANPRVPNX|ANPR_PNX|ANRRDEDX|ANRR_EDX|ARM_FORC|...
Demand Elasticity/intrvw16/intrvw16/memi171.csv,csv,8482551,columns=181:NEWID|AGE|AGE_|ANGOVRTX|ANGO_RTX|ANPRVPNX|ANPR_PNX|ANRRDEDX|ANRR_EDX|ARM_FORC|...
Demand Elasticity/intrvw16/intrvw16/mtbi161x.csv,csv,35595367,columns=13:NEWID|SEQNO|ALCNO|EXPNAME|COST_|REF_MO|REF_YR|RTYPE|GIFT|UCCSEQ|...
Demand Elasticity/intrvw16/intrvw16/mtbi162.csv,csv,35077448,columns=13:NEWID|SEQNO|ALCNO|EXPNAME|COST_|REF_MO|REF_YR|RTYPE|GIFT|UCCSEQ|...
Demand Elasticity/intrvw16/intrvw16/mtbi163.csv,csv,36395159,columns=13:NEWID|SEQNO|ALCNO|EXPNAME|COST_|REF_MO|REF_YR|RTYPE|GIFT|UCCSEQ|...
Demand Elasticity/intrvw16/intrvw16/mtbi164.csv,csv,36102998,columns=13:NEWID|SEQNO|ALCNO|EXPNAME|COST_|REF_MO|REF_YR|RTYPE|GIFT|UCCSEQ|...
Demand Elasticity/intrvw16/intrvw16/mtbi171.csv,csv,35559188,columns=13:NEWID|SEQNO|ALCNO|EXPNAME|COST_|REF_MO|REF_YR|RTYPE|GIFT|UCCSEQ|...
Demand Elasticity/intrvw16/intrvw16/ntaxi161x.csv,csv,2441861,columns=81:NEWID|TAX_UNIT|TAXYR_CY|TAXYR_PY|DEPCNT|FICAR_CY|FICAR_PY|FILESTAT|FRATE_CY|FRATE_PY|...
Demand Elasticity/intrvw16/intrvw16/ntaxi162.csv,csv,2409695,columns=81:NEWID|TAX_UNIT|TAXYR_CY|TAXYR_PY|DEPCNT|FICAR_CY|FICAR_PY|FILESTAT|FRATE_CY|FRATE_PY|...
Demand Elasticity/intrvw16/intrvw16/ntaxi163.csv,csv,2429846,columns=81:NEWID|TAX_UNIT|TAXYR_CY|TAXYR_PY|DEPCNT|FICAR_CY|FICAR_PY|FILESTAT|FRATE_CY|FRATE_PY|...
Demand Elasticity/intrvw16/intrvw16/ntaxi164.csv,csv,2409246,columns=81:NEWID|TAX_UNIT|TAXYR_CY|TAXYR_PY|DEPCNT|FICAR_CY|FICAR_PY|FILESTAT|FRATE_CY|FRATE_PY|...
Demand Elasticity/intrvw16/intrvw16/ntaxi171.csv,csv,2377884,columns=81:NEWID|TAX_UNIT|TAXYR_CY|TAXYR_PY|DEPCNT|FICAR_CY|FICAR_PY|FILESTAT|FRATE_CY|FRATE_PY|...
Demand Elasticity/intrvw16/para16/fpar1516.csv,csv,17311401,columns=76:QYEAR|NEWID|OUTCOME|HSG_UNIT|CONVREF|TELPV|HOW_INTV|SNGL_INT|TELSCT01|TELSCT02|...
Demand Elasticity/intrvw16/para16/mchi1516.csv,csv,72872117,columns=85:QYEAR|NEWID|INTERI|CNTCKEY|LAUNCH|COUTCOME|TIMER|CTSTATUS|CTTYPE|RSPDNT01|...
Demand Elasticity/intrvw17/.DS_Store,unknown,6148,
Demand Elasticity/intrvw17/expn17/apa17.csv,csv,232347,columns=35:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|MAJAPPLY|MAJA_PLY|GFTC_MAJ|GFTC0MAJ|MAJ_MO|...
Demand Elasticity/intrvw17/expn17/apb17.csv,csv,2637512,columns=41:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|MINAPPLY|MINA_PLY|GFTCMIN|GFTCMIN_|MIN_MO|...
Demand Elasticity/intrvw17/expn17/cla17.csv,csv,11841255,columns=46:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|CLOTHYA|CLOTHYA_|CLOTHMOA|CLOT_MOA|CLOTHXA|...
Demand Elasticity/intrvw17/expn17/cld17.csv,csv,124703,columns=31:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|CLOTHYD|CLOTHYD_|CLSVGFTC|CLSV_FTC|CLOTHMOD|...
Demand Elasticity/intrvw17/expn17/cnt17.csv,csv,1065345,columns=11:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|CONTCODE|CONT_ODE|CONTMO|CONTMO_|CONTEXPX|...
Demand Elasticity/intrvw17/expn17/cra17.csv,csv,57254,columns=29:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|CRMCODEA|CRMC_DEA|ADVMATX|ADVMATX_|MATNSPCX|...
Demand Elasticity/intrvw17/expn17/crb17.csv,csv,2009540,columns=115:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|CRMCODEB|CRMC_DEB|CRMPROPI|CRMP_OPI|CRMTYPE|...
Demand Elasticity/intrvw17/expn17/eda17.csv,csv,827462,columns=35:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|EDUC_AY|EDUC_AY_|EDUCGFTC|EDUC_FTC|EDSCHL_A|...
Demand Elasticity/intrvw17/expn17/eqb17.csv,csv,361216,columns=30:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|APPRPRYB|APPR_RYB|SRVCMOB|SRVCMOB_|REPAIRX|...
Demand Elasticity/intrvw17/expn17/fra17.csv,csv,1906332,columns=31:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|FURNPURY|FURN_URY|FURNMO|FURNMO_|FURNGFTC|...
Demand Elasticity/intrvw17/expn17/frb17.csv,csv,12029,columns=14:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|QREP3MCX|QREP_MCX|QFRT3MCX|QFRT_MCX|FURNRNTX|...
Demand Elasticity/intrvw17/expn17/hel17.csv,csv,79939,columns=73:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOG|PROP0NOG|OWNYG|OWNYG_|NEWMRTG|...
Demand Elasticity/intrvw17/expn17/hhm17.csv,csv,708156,columns=71:ALCNO|CHIP|CHIPCOV|CHIPCOV_|CHIPPRMX|CHIP_|CHIP_RMX|CHXCHNG|CHXCHNG_|IHS|...
Demand Elasticity/intrvw17/expn17/hhp17.csv,csv,3551596,columns=55:ALCNO|FSA|FSA_|HHIANYPD|HHIA_YPD|HHIBCBS|HHIBCBS_|HHICOVQ|HHICOVQ_|HHIGROUP|...
Demand Elasticity/intrvw17/expn17/him17.csv,csv,925591,columns=36:ALCNO|HINSCMP|HINSCMP_|JMCPRTCX|JMCPRTDX|JMCP_TCX|JMCP_TDX|MCCHOICE|MCCH_ICE|MCHMOPLN|...
Demand Elasticity/intrvw17/expn17/ihb17.csv,csv,574205,columns=39:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|HHIPDLIB|HHIP_LIB|HHISTATB|HHIS_ATB|HHICOVQ|...
Demand Elasticity/intrvw17/expn17/ihc17.csv,csv,362092,columns=23:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|HHMCRENR|HHMC_ENR|HHMCRCOV|HHMC_COV|MDCDENR|...
Demand Elasticity/intrvw17/expn17/ihd17.csv,csv,97384,columns=26:QYEAR|NEWID|SEQNO|ALCNO|PRTDMBNO|PRTD_BNO|ENROLLMO|ENRO_LMO|ENROLLYR|ENRO_LYR|...
Demand Elasticity/intrvw17/expn17/inb17.csv,csv,9686103,columns=81:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|POLICYIB|POLI_YIB|PLCYSTAB|PLCY_TAB|POLICYYB|...
Demand Elasticity/intrvw17/expn17/lsd17.csv,csv,277283,columns=53:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|LSDNUM|LSDNUM_|LSDCODE|LSDCODE_|MODELYR|...
Demand Elasticity/intrvw17/expn17/mdb17.csv,csv,3627827,columns=35:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|MEDPCARY|MEDP_ARY|MEDPGFTC|MEDP_FTC|MEDPMTMO|...
Demand Elasticity/intrvw17/expn17/mdc17.csv,csv,82638,columns=35:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|MEDRCARY|MEDR_ARY|MEDRGFTC|MEDR_FTC|MEDRMBMO|...
Demand Elasticity/intrvw17/expn17/mis17.csv,csv,3158819,columns=32:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|MISCCODE|MISC_ODE|MISCMO|MISCMO_|MISCGFTC|...
Demand Elasticity/intrvw17/expn17/mor17.csv,csv,2362603,columns=75:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOF|PROP0NOF|OWNYF|OWNYF_|NEWMRRT|...
Demand Elasticity/intrvw17/expn17/opb17.csv,csv,2410438,columns=43:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOB|PROP0NOB|OWNYB|OWNYB_|OBSNSZB|...
Demand Elasticity/intrvw17/expn17/opd17.csv,csv,5926,columns=19:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOD|PROP0NOD|OWNYD|OWNYD_|DISPMTHD|...
Demand Elasticity/intrvw17/expn17/oph17.csv,csv,93142,columns=21:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOH|PROP0NOH|OWNYH|OWNYH_|PAIDLOAN|...
Demand Elasticity/intrvw17/expn17/opi17.csv,csv,9499820,columns=166:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|PROP_NOI|PROP0NOI|OWNYI|OWNYI_|QRENTDDZ|...
Demand Elasticity/intrvw17/expn17/ovb17.csv,csv,10390669,columns=89:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|VEHICYB|VEHICYB_|VEHICYR|VEHICYR_|VEHBSNZ|...
Demand Elasticity/intrvw17/expn17/ovc17.csv,csv,103480,columns=23:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|VEHICYC|VEHICYC_|VEHDISP|VEHDISP_|VDISPMO|...
Demand Elasticity/intrvw17/expn17/rnt17.csv,csv,1371331,columns=55:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|SAMP_UN|SAMP_UN_|RTELECT|RTELECT_|RTGAS|...
Demand Elasticity/intrvw17/expn17/rtv17.csv,csv,48121,columns=13:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|RENTCODE|RENT_ODE|BSNSPCTZ|BSNS_CTZ|QADRENTX|...
Demand Elasticity/intrvw17/expn17/sub17.csv,csv,2551756,columns=15:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|S17CODEA|S17C_DEA|S17GFTCA|S17G_TCA|SUBEXPX|...
Demand Elasticity/intrvw17/expn17/trd17.csv,csv,254443,columns=11:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|NUMYUPD|NUMYUPD_|TOTYUPDX|TOTY_PDX|TOTYUPDY|...
Demand Elasticity/intrvw17/expn17/tre17.csv,csv,105382,columns=9:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|TRNONCUX|TRNO_CUX|TRNONCUY|TRNO_CUY
Demand Elasticity/intrvw17/expn17/trf17.csv,csv,24725,columns=27:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|NUMLOC|NUMLOC_|LOCLODGX|LOCL_DGX|ALCMEALX|...
Demand Elasticity/intrvw17/expn17/trv17.csv,csv,2153002,columns=93:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|WHATPART|WHAT_ART|TRIPIDBC|TRIP_DBC|NUMSAME|...
Demand Elasticity/intrvw17/expn17/uta17.csv,csv,5283332,columns=51:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|TELBSNZ|TELBSNZ_|TELRESD|TELRESD_|TELCELL|...
Demand Elasticity/intrvw17/expn17/utc17.csv,csv,7972720,columns=39:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|UTILY|UTILY_|WHATPROP|WHAT_ROP|BLPERIOD|...
Demand Elasticity/intrvw17/expn17/uti17.csv,csv,480829,columns=28:QYEAR|NEWID|SEQNO|ALCNO|INTSERV|INTSERV_|INTMO|INTMO_|INTCHGX|INTCHGX_|...
Demand Elasticity/intrvw17/expn17/utp17.csv,csv,1119339,columns=14:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|QFCD3MCX|QFCD_MCX|FONPURCH|INTAWAY|INTAWAY_|...
Demand Elasticity/intrvw17/expn17/veq17.csv,csv,2799427,columns=37:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|VOPMOA|VOPMOA_|VOPEXPX|VOPEXPX_|VOPRMBXA|...
Demand Elasticity/intrvw17/expn17/vlr17.csv,csv,624840,columns=19:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|VOPREGY|VOPREGY_|VOPMO_C|VOPMO_C_|VOPREGX|...
Demand Elasticity/intrvw17/expn17/vot17.csv,csv,2877239,columns=50:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|VOPFLUDX|VOPF_UDX|VOPPARKX|VOPP_RKX|VOPTOWX|...
Demand Elasticity/intrvw17/expn17/xpa17.csv,csv,2405688,columns=31:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|JMKPURQV|JMKP_RQV|JNONFDQV|JNON_DQV|JOTHSTQV|...
Demand Elasticity/intrvw17/expn17/xpb17.csv,csv,2336186,columns=39:QYEAR|NEWID|SEQNO|ALCNO|REC_ORIG|OTHLNDRX|OTHL_DRX|OTHDCLNX|OTHD_LNX|SAFDPSTX|...
Demand Elasticity/intrvw17/intrvw17/fmli171x.csv,csv,20707900,columns=808:NEWID|DIRACC|DIRACC_|AGE_REF|AGE_REF_|AGE2|AGE2_|AS_COMP1|AS_C_MP1|AS_COMP2|...
Demand Elasticity/intrvw17/intrvw17/fmli172.csv,csv,20777871,columns=828:NEWID|DIRACC|DIRACC_|AGE_REF|AGE_REF_|AGE2|AGE2_|AS_COMP1|AS_C_MP1|AS_COMP2|...
Demand Elasticity/intrvw17/intrvw17/fmli173.csv,csv,20503430,columns=828:NEWID|DIRACC|DIRACC_|AGE_REF|AGE_REF_|AGE2|AGE2_|AS_COMP1|AS_C_MP1|AS_COMP2|...
Demand Elasticity/intrvw17/intrvw17/fmli174.csv,csv,20214652,columns=828:NEWID|DIRACC|DIRACC_|AGE_REF|AGE_REF_|AGE2|AGE2_|AS_COMP1|AS_C_MP1|AS_COMP2|...
Demand Elasticity/intrvw17/intrvw17/fmli181.csv,csv,19919839,columns=828:NEWID|DIRACC|DIRACC_|AGE_REF|AGE_REF_|AGE2|AGE2_|AS_COMP1|AS_C_MP1|AS_COMP2|...
Demand Elasticity/intrvw17/intrvw17/itbi171x.csv,csv,12574250,columns=7:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE|VALUE_
Demand Elasticity/intrvw17/intrvw17/itbi172.csv,csv,12513446,columns=7:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE|VALUE_
Demand Elasticity/intrvw17/intrvw17/itbi173.csv,csv,12339056,columns=7:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE|VALUE_
Demand Elasticity/intrvw17/intrvw17/itbi174.csv,csv,12088271,columns=7:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE|VALUE_
Demand Elasticity/intrvw17/intrvw17/itbi181.csv,csv,11946749,columns=7:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE|VALUE_
Demand Elasticity/intrvw17/intrvw17/itii171x.csv,csv,16444695,columns=8:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE_|IMPNUM|VALUE
Demand Elasticity/intrvw17/intrvw17/itii172.csv,csv,16290957,columns=8:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE_|IMPNUM|VALUE
Demand Elasticity/intrvw17/intrvw17/itii173.csv,csv,15979593,columns=8:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE_|IMPNUM|VALUE
Demand Elasticity/intrvw17/intrvw17/itii174.csv,csv,15858033,columns=8:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE_|IMPNUM|VALUE
Demand Elasticity/intrvw17/intrvw17/itii181.csv,csv,15645441,columns=8:NEWID|REFMO|REFYR|UCC|PUBFLAG|VALUE_|IMPNUM|VALUE
Demand Elasticity/intrvw17/intrvw17/memi171x.csv,csv,5197678,columns=181:NEWID|AGE|AGE_|ANGOVRTX|ANGO_RTX|ANPRVPNX|ANPR_PNX|ANRRDEDX|ANRR_EDX|ARM_FORC|...
Demand Elasticity/intrvw17/intrvw17/memi172.csv,csv,5308773,columns=187:NEWID|AGE|AGE_|ANGOVRTX|ANGO_RTX|ANPRVPNX|ANPR_PNX|ANRRDEDX|ANRR_EDX|ARM_FORC|...
Demand Elasticity/intrvw17/intrvw17/memi173.csv,csv,5254870,columns=187:NEWID|AGE|AGE_|ANGOVRTX|ANGO_RTX|ANPRVPNX|ANPR_PNX|ANRRDEDX|ANRR_EDX|ARM_FORC|...
Demand Elasticity/intrvw17/intrvw17/memi174.csv,csv,5129191,columns=187:NEWID|AGE|AGE_|ANGOVRTX|ANGO_RTX|ANPRVPNX|ANPR_PNX|ANRRDEDX|ANRR_EDX|ARM_FORC|...
