"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","JMKPURQV","JMKP_RQV","JNONFDQV","JNON_DQV","JOTHSTQV","JOTH_TQV","JDINEOQV","JDIN_OQV","JALOUTQV","JALO_TQV","JMLPAYQV","JMLP_YQV","JMEALPYA","JMEA_PYA","JSCHMLQV","JSCH_LQV","JMKGRCQV","JMKG_CQV","FREEFOOD","FREE_OOD","JALHOMQV","JALH_MQV","CIGARETX","CIGA_ETX","JCIGARQV","JCIG_RQV","JOTBACQV","JOTB_CQV","OTHTBACX","OTHT_ACX"
"20132",2656152,17,0,"1",910,"D",260,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",650,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656162,61,0,"1",1430,"D",195,"D",.,"A",585,"D",.,"A",.,"A",.,"A",.,"A",1235,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656192,40,0,"1",2600,"D",650,"D",.,"A",650,"D",0,"D",.,"A",.,"A",200,"D",1950,"D",,"A",60,"D",15,"D",195,"D",.,"A",.,"A"
"20132",2656212,70,0,"1",390,"D",0,"D",.,"A",390,"D",30,"D",.,"A",.,"A",.,"A",390,"D",,"A",30,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656222,59,0,"1",2600,"D",390,"D",.,"A",975,"D",90,"D",.,"A",.,"A",.,"A",2210,"D",,"A",60,"D",60,"D",780,"D",.,"A",.,"A"
"20132",2656232,20,0,"1",780,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",715,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656242,31,0,"1",1300,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656262,28,0,"1",1573,"D",208,"D",.,"A",65,"D",0,"D",.,"A",.,"A",.,"A",1365,"D",,"A",18,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656282,21,0,"1",325,"D",0,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",325,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656292,39,0,"1",1300,"D",260,"D",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",1040,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656342,39,0,"1",1300,"D",520,"D",.,"A",65,"D",.,"A",.,"A",.,"A",156,"D",780,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656353,29,0,"1",585,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",585,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656362,39,0,"1",2600,"D",650,"D",.,"A",650,"D",117,"F",.,"A",.,"A",520,"D",1950,"D",,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656372,23,0,"1",1560,"D",325,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",1235,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656382,51,0,"1",3900,"D",1300,"D",975,"D",3991,"D",0,"D",.,"A",.,"A",.,"A",2600,"D",,"A",900,"D",35,"D",455,"D",.,"A",.,"A"
"20132",2656402,10,0,"1",2600,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2600,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656412,6,0,"1",520,"D",0,"D",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",520,"D",,"A",450,"D",20,"D",260,"D",.,"A",.,"A"
"20132",2656422,25,0,"1",940,"F",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",783,"F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656432,38,0,"1",2925,"D",325,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",2600,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656442,33,0,"1",3900,"D",1300,"D",.,"A",1950,"D",0,"D",.,"A",.,"A",72,"D",2600,"D",,"A",60,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656452,26,0,"1",2340,"D",390,"D",390,"D",520,"D",0,"D",.,"A",.,"A",240,"D",1950,"D",,"A",72,"D",27,"D",351,"D",.,"A",.,"A"
"20132",2656492,16,0,"1",1625,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",1365,"D",,"A",45,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656502,14,0,"1",0,"D",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656532,20,0,"1",780,"D",195,"D",260,"D",390,"D",.,"A",.,"A",.,"A",.,"A",585,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656542,32,0,"1",1300,"D",390,"D",520,"D",650,"D",30,"D",.,"A",.,"A",.,"A",910,"D",,"A",30,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656552,77,0,"1",2600,"D",390,"D",.,"A",1625,"D",75,"D",.,"A",.,"A",.,"A",2210,"D",,"A",60,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656572,45,0,"1",520,"D",0,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",520,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656582,45,0,"1",1170,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",845,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656602,19,0,"1",650,"D",130,"D",.,"A",780,"D",75,"D",.,"A",.,"A",.,"A",520,"D",,"A",0,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656612,31,0,"1",585,"D",188,"F",266,"F",39,"D",.,"A",.,"A",.,"A",.,"A",713,"F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656642,12,0,"1",1300,"D",156,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1144,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656652,28,0,"1",1950,"D",650,"D",.,"A",650,"D",75,"D",.,"A",.,"A",.,"A",1300,"D",,"A",225,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656662,53,0,"1",650,"D",195,"D",.,"A",686,"F",.,"A",.,"A",.,"A",325,"D",455,"D",,"A",.,"A",.,"C",460,"F",.,"A",.,"A"
"20132",2656672,43,0,"1",1300,"D",455,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",845,"D",,"A",.,"A",44,"D",572,"D",.,"A",.,"A"
"20132",2656692,15,0,"1",1170,"D",195,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",975,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656712,44,0,"1",1300,"D",195,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1105,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656722,47,0,"1",1560,"D",390,"D",.,"A",650,"D",90,"D",.,"A",.,"A",.,"A",1170,"D",,"A",180,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656732,25,0,"1",650,"D",130,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",520,"D",,"A",45,"D",15,"D",195,"D",.,"A",.,"A"
"20132",2656742,15,0,"1",0,"D",.,"A",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656772,12,0,"1",975,"D",374,"F",.,"A",686,"F",.,"A",.,"A",.,"A",.,"A",1477,"F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656792,28,0,"1",1040,"D",130,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",910,"D",,"A",.,"A",25,"D",325,"D",.,"A",.,"A"
"20132",2656822,49,0,"1",1950,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",39,"D",1690,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656892,35,0,"1",1300,"D",325,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",975,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656922,58,0,"1",1560,"D",260,"D",.,"A",884,"D",0,"D",.,"A",.,"A",.,"A",1300,"D",,"A",45,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656932,9,0,"1",1950,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1625,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656952,28,0,"1",1329,"F",.,"A",.,"A",570,"F",.,"A",.,"A",.,"A",.,"A",1105,"F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656962,18,0,"1",845,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",715,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2656972,24,0,"1",910,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",910,"D",,"A",24,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2656992,61,0,"1",1950,"D",325,"D",260,"D",195,"D",0,"D",.,"A",.,"A",.,"A",1625,"D",,"A",60,"D",15,"D",195,"D",.,"A",.,"A"
"20132",2657022,33,0,"1",1300,"D",195,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",1105,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657032,44,0,"1",455,"D",0,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",455,"D",,"A",.,"A",35,"D",455,"D",.,"A",.,"A"
"20132",2657042,30,0,"1",2600,"D",650,"D",260,"D",1300,"D",0,"D",.,"A",.,"A",40,"D",1950,"D",,"A",240,"D",20,"D",260,"D",.,"A",.,"A"
"20132",2657052,34,0,"1",520,"D",195,"D",.,"A",260,"D",120,"D",.,"A",.,"A",.,"A",325,"D",,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657072,51,0,"1",1300,"D",195,"D",390,"D",780,"D",.,"A",.,"A",.,"A",173,"F",1105,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657092,41,0,"1",1040,"D",195,"D",.,"A",520,"D",72,"D",.,"A",.,"A",.,"A",845,"D",,"A",60,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657152,22,0,"1",2925,"D",195,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",2730,"D",,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657162,20,0,"1",975,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",845,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657172,42,0,"1",2600,"D",650,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1950,"D",,"A",.,"A",15,"D",195,"D",.,"A",.,"A"
"20132",2657192,48,0,"1",1625,"D",325,"D",.,"A",130,"D",0,"D",.,"A",.,"A",.,"A",1300,"D",,"A",720,"D",35,"D",455,"D",.,"A",.,"A"
"20132",2657202,29,0,"1",1625,"D",260,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",1365,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657262,54,0,"1",2600,"D",650,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1950,"D",,"A",.,"A",10,"D",130,"D",.,"A",.,"A"
"20132",2657272,31,0,"1",1950,"D",260,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",1690,"D",,"A",.,"A",100,"D",1300,"D",.,"A",.,"A"
"20132",2657282,36,0,"1",1040,"D",130,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",910,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657302,38,0,"1",1950,"D",585,"D",.,"A",845,"D",480,"D",.,"A",.,"A",.,"A",1365,"D",,"A",480,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657312,17,0,"1",650,"D",260,"D",260,"D",1040,"D",.,"A",.,"A",.,"A",.,"A",390,"D",,"A",.,"A",.,"A",.,"A",130,"D",10,"D"
"20132",2657342,66,0,"1",1040,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",910,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657372,31,0,"1",975,"D",390,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",585,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657382,30,0,"1",1170,"D",195,"D",195,"D",650,"D",.,"A",.,"A",.,"A",.,"A",975,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657402,44,0,"1",1196,"D",286,"D",.,"A",117,"D",0,"D",.,"A",.,"A",.,"A",910,"D",,"A",0,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657422,56,0,"1",3250,"D",1300,"D",.,"A",1170,"D",60,"D",.,"A",.,"A",.,"A",1950,"D",,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657442,52,0,"1",1300,"D",260,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1040,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657452,44,0,"1",780,"D",260,"D",130,"D",195,"D",.,"A",.,"A",.,"A",.,"A",520,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657475,14,0,"1",455,"D",104,"D",.,"A",39,"D",.,"A",.,"A",.,"A",.,"A",351,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657492,38,0,"1",1300,"D",195,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",1105,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657505,14,0,"1",2600,"D",520,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2080,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657532,40,0,"1",1638,"D",390,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",1248,"D",,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657542,63,0,"1",1950,"D",650,"D",.,"A",780,"D",0,"D",.,"A",.,"A",.,"A",1300,"D",,"A",60,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657572,32,0,"1",1950,"D",195,"D",455,"D",1560,"D",.,"A",.,"A",.,"A",.,"A",1755,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657582,33,0,"1",1300,"D",260,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",1040,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657592,16,0,"1",1300,"D",130,"D",.,"A",130,"D",0,"D",.,"A",.,"A",156,"D",1170,"D",,"A",30,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657624,13,0,"1",325,"D",65,"D",.,"A",845,"D",0,"D",.,"A",.,"A",.,"A",260,"D",,"A",90,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657632,12,0,"1",520,"D",104,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",416,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657642,59,0,"1",1950,"D",260,"D",.,"A",1950,"D",60,"D",.,"A",.,"A",.,"A",1690,"D",,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657662,50,0,"1",975,"D",130,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",845,"D",,"A",.,"A",.,"A",.,"A",260,"D",20,"D"
"20132",2657682,24,0,"1",650,"D",65,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",585,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657692,28,0,"1",650,"D",195,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",455,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657702,14,0,"1",1950,"D",390,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1560,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657712,55,0,"1",1625,"D",65,"D",.,"A",650,"D",60,"D",.,"A",.,"A",.,"A",1560,"D",,"A",90,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657742,72,0,"1",2600,"D",1300,"D",.,"A",390,"D",.,"A",.,"A",.,"A",39,"D",1300,"D",,"A",.,"A",20,"D",260,"D",.,"A",.,"A"
"20132",2657782,18,0,"1",1300,"D",130,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1170,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657795,19,0,"1",325,"D",0,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",325,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657802,50,0,"1",1950,"D",0,"D",.,"A",910,"D",.,"A",.,"A",.,"A",.,"A",1950,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657842,29,0,"1",650,"D",0,"D",.,"A",650,"D",3000,"D",188,"F",.,"A",.,"A",650,"D",,"A",180,"D",.,"A",.,"A",780,"D",60,"D"
"20132",2657852,66,0,"1",1430,"D",520,"D",195,"D",650,"D",.,"A",.,"A",.,"A",.,"A",910,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657862,29,0,"1",3900,"D",650,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",3250,"D",,"A",.,"A",7,"D",91,"D",.,"A",.,"A"
"20132",2657902,53,0,"1",1690,"D",208,"D",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",1482,"D",,"A",9,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657952,40,0,"1",3250,"D",260,"D",.,"A",650,"D",150,"D",.,"A",.,"A",.,"A",2990,"D",,"A",90,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2657962,18,0,"1",650,"D",130,"D",.,"A",156,"D",.,"A",.,"A",.,"A",.,"A",520,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657974,7,0,"1",0,"D",.,"A",1300,"D",65,"D",.,"A",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2657982,20,0,"1",260,"D",39,"D",130,"D",325,"D",.,"A",.,"A",.,"A",.,"A",221,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658012,9,0,"1",1300,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1040,"D",,"A",60,"D",30,"D",390,"D",.,"A",.,"A"
"20132",2658052,45,0,"1",1950,"D",520,"D",.,"A",520,"D",150,"D",.,"A",.,"A",.,"A",1430,"D",,"A",150,"D",40,"D",520,"D",.,"A",.,"A"
"20132",2658082,27,0,"1",1820,"D",130,"D",.,"A",390,"D",90,"D",.,"A",.,"A",.,"A",1690,"D",,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2658092,31,0,"1",650,"D",260,"D",130,"D",260,"D",60,"D",50,"D",.,"A",.,"A",390,"D",,"A",90,"D",15,"D",195,"D",.,"A",.,"A"
"20132",2658122,20,0,"1",520,"D",195,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",325,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658132,47,0,"1",1300,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658172,41,0,"1",975,"D",260,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",715,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658182,51,0,"1",1170,"D",299,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",871,"D",,"A",90,"D",25,"D",325,"D",.,"A",.,"A"
"20132",2658232,80,0,"1",2600,"D",910,"D",.,"A",78,"D",0,"D",.,"A",.,"A",.,"A",1690,"D",,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2658272,67,0,"1",650,"D",325,"D",.,"A",3900,"D",60,"D",.,"A",.,"A",.,"A",325,"D",,"A",75,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2658292,52,0,"1",2600,"D",325,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",2275,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658312,29,0,"1",1300,"D",0,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658343,10,0,"1",0,"D",.,"A",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658362,74,0,"1",1625,"D",325,"D",.,"A",650,"D",30,"D",.,"A",.,"A",.,"A",1300,"D",,"A",60,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2658382,19,0,"1",195,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",195,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658392,26,0,"1",910,"D",130,"D",.,"A",195,"D",15,"D",.,"A",.,"A",.,"A",780,"D",,"A",75,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2658412,56,0,"1",1755,"D",0,"D",.,"A",2015,"D",0,"D",.,"A",.,"A",.,"A",1755,"D",,"A",60,"D",.,"A",.,"A",78,"D",6,"D"
"20132",2658482,52,0,"1",1430,"D",130,"D",325,"D",390,"D",.,"A",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658492,22,0,"1",1170,"D",0,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1170,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658582,37,0,"1",650,"D",130,"D",.,"A",156,"D",45,"D",.,"A",.,"A",.,"A",520,"D",,"A",15,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2658592,34,0,"1",1300,"D",508,"F",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",1842,"F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658612,18,0,"1",780,"D",65,"D",390,"D",1040,"D",0,"D",.,"A",.,"A",.,"A",715,"D",,"A",30,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2658622,38,0,"1",2600,"D",780,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1820,"D",,"A",.,"A",65,"D",845,"D",.,"A",.,"A"
"20132",2658632,38,0,"1",1625,"D",195,"D",520,"D",1300,"D",.,"A",.,"A",.,"A",.,"A",1430,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658642,36,0,"1",1950,"D",363,"F",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1355,"F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658662,34,0,"1",650,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",390,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658702,20,0,"1",1105,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",910,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658712,26,0,"1",390,"D",167,"F",.,"A",334,"F",.,"A",.,"A",.,"A",.,"A",625,"F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658753,20,0,"1",1560,"D",390,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1170,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658782,47,0,"1",975,"D",195,"D",299,"D",455,"D",.,"A",.,"A",.,"A",.,"A",780,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658812,30,0,"1",637,"D",520,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",117,"D",,"A",.,"A",14,"D",182,"D",.,"A",.,"A"
"20132",2658822,16,0,"1",1625,"D",650,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",975,"D",,"A",102,"F",20,"D",260,"D",.,"A",.,"A"
"20132",2658834,18,0,"1",3250,"D",650,"D",.,"A",1300,"D",.,"A",192,"F",.,"A",.,"A",2600,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658842,19,0,"1",2002,"D",455,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1547,"D",,"A",.,"A",37,"D",481,"D",.,"A",.,"A"
"20132",2658852,35,0,"1",1040,"D",325,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",715,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658862,29,0,"1",650,"D",65,"D",.,"A",520,"D",120,"D",.,"A",.,"A",.,"A",585,"D",,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2658882,41,0,"1",1300,"D",260,"D",.,"A",1300,"D",60,"D",.,"A",.,"A",.,"A",1040,"D",,"A",60,"D",.,"A",.,"A",130,"D",10,"D"
"20132",2658892,62,0,"1",390,"D",0,"D",.,"A",1560,"D",.,"A",.,"A",.,"A",.,"A",390,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2658922,67,0,"1",1950,"D",975,"D",1300,"D",1950,"D",150,"D",.,"A",.,"A",.,"A",975,"D",,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2658942,33,0,"1",780,"D",65,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",715,"D",,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2658982,17,0,"1",1300,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1040,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2659012,43,0,"1",650,"D",156,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",494,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2659022,90,0,"1",3029,"D",650,"D",.,"A",975,"D",0,"D",.,"A",.,"A",.,"A",2379,"D",,"A",225,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2659062,28,0,"1",1625,"D",390,"D",325,"D",325,"D",.,"A",.,"A",.,"A",.,"A",1235,"D",,"A",.,"A",30,"D",390,"D",.,"A",.,"A"
"20132",2659082,24,0,"1",1950,"D",260,"D",.,"A",130,"D",0,"D",.,"A",.,"A",.,"A",1690,"D",,"A",60,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2659102,25,0,"1",650,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2659142,36,0,"1",1300,"D",143,"D",.,"A",182,"D",0,"D",.,"A",.,"A",.,"A",1157,"D",,"A",42,"D",.,"A",.,"A",.,"A",.,"A"
"20132",2659172,7,0,"1",520,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",455,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2659192,13,0,"1",780,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",715,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20132",2659222,31,0,"1",1040,"D",390,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
