"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TELBSNZ","TELBSNZ_","TELRESD","TELRESD_","TELCELL","TELCELL_","TINTNET","TINTNET_","TCABLE","TCABLE_","NTRTPUR","NTRTPUR_","BILPERD","BILPERD_","QADINE1X","QADI_E1X","QADINE2X","QADI_E2X","QADINE3X","QADI_E3X","QADCAB1X","QADC_B1X","QADCAB2X","QADC_B2X","QADCAB3X","QADC_B3X","QADNTR1X","QADN_R1X","QADNTR2X","QADN_R2X","QADNTR3X","QADN_R3X","TELRES1X","TELR_S1X","TELRES2X","TELR_S2X","TELRES3X","TELR_S3X","TELCEL1X","TELC_L1X","TELCEL2X","TELC_L2X","TELCEL3X","TELC_L3X","TELVOP1X","TELV_P1X","TELVOP2X","TELV_P2X","TELVOP3X","TELV_P3X","QADAPG1X","QADA_G1X","QADAPG2X","QADA_G2X","QADAPG3X","QADA_G3X"
"20141",2736733,54,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2736733,55,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",0,"F",40,"F",30,"F",0,"F",100,"F",70,"F",.,"A",.,"A",.,"A",185,"F",45,"F",93,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2736763,37,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"F",25,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2736763,38,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",60,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"F",180,"F",180,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2736773,4,0,"1",.,"A","1","D",,"A","2","F","2","F",,"A",,"A",.,"A",40,"F",.,"A",.,"A",65,"F",.,"A",.,"A",.,"A",.,"A",30,"F",86,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2736823,41,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",220,"F",220,"F",220,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2736883,16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",10,"D",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2736933,8,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",120,"D",120,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2736965,17,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"D",85,"D",85,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2736983,10,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",90,"D",90,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2736993,27,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",50,"D",50,"D",50,"D",77,"D",77,"D",77,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2736993,28,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",38,"D",38,"D",38,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737003,23,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",45,"D",45,"D",45,"D",125,"D",125,"D",125,"D",.,"A",.,"A",.,"A",55,"F",55,"F",55,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737003,24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737023,20,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",60,"F",60,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",215,"F",215,"F",215,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737043,50,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",210,"D",210,"D",210,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737053,21,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",30,"D",30,"D",30,"D",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",70,"F",70,"F",70,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737053,22,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"F",115,"F",135,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737063,38,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",56,"D",56,"D",56,"D",70,"D",70,"D",70,"D",.,"A",.,"A",.,"A",16,"F",16,"F",16,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737083,30,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"D",160,"D",160,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737083,31,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",35,"F",35,"F",35,"F",35,"F",35,"F",70,"F",.,"A",.,"A",.,"A",65,"F",65,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737123,27,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",140,"D",140,"D",140,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737143,46,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",42,"D",44,"D",44,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737143,47,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",37,"D",37,"D",37,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737183,33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",170,"D",170,"D",170,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737193,17,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",31,"D",31,"D",31,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737213,18,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",69,"F",69,"F",69,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737253,22,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",115,"D",115,"D",115,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737293,55,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",32,"F",32,"F",32,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737293,56,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",220,"D",220,"D",220,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737303,37,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737303,38,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737313,35,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",35,"D",35,"D",35,"D",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",26,"F",26,"F",26,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737313,36,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",110,"F",110,"F",110,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737373,9,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737383,33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",180,"D",180,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737393,25,0,"1",.,"A","1","D","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",95,"G",96,"G",76,"G",155,"G",154,"G",123,"G",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737453,31,0,"1",0.4,"D",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",156,"D",156,"D",156,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737453,32,0,"1",0.5,"D","1","D",,"A","1","D","1","D",,"A",,"A",25,"F",13,"F",25,"F",35,"F",13,"F",35,"F",.,"A",.,"A",.,"A",.,"A",13,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737453,33,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",70,"D",70,"D",70,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737463,24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"D",65,"D",65,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737473,8,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"F",60,"F",60,"F",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D"
"20141",2737493,15,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",141,"F",141,"F",141,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737533,13,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",95,"D",95,"D",95,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737553,28,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737573,18,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",170,"F",170,"F",170,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737573,19,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A","1","D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737583,18,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",90,"D",90,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737593,28,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737623,14,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",10,"D",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737643,28,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",49,"D",49,"D",49,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737693,17,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",30,"D",30,"D",30,"D",58,"D",58,"D",58,"D",.,"A",.,"A",.,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737693,18,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737733,8,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737753,24,0,"1",0.85,"D",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",14,"D",14,"D",14,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737753,25,0,"1",0.99,"D","1","D",,"A","1","D","2","D",,"A",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,"F",1,"F",1,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737783,31,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"F",100,"F",100,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737803,29,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"F",120,"F",120,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737813,23,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",68,"D",68,"D",68,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737813,24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737853,4,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",43,"D",43,"D",43,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737883,22,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",196,"D",196,"D",196,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737883,23,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737893,34,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",39,"D",39,"D",39,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737893,35,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737893,36,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737903,29,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",90,"D",90,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737933,49,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",150,"F",150,"F",150,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737933,50,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",48,"D",48,"D",48,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737943,37,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",,"A",27,"D",27,"D",27,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",37,"F",26,"F",26,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737953,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",104,"D",104,"D",104,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737993,45,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",,"A",15,"D",15,"D",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",77,"F",77,"F",78,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2737993,46,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",44,"D",44,"D",44,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738003,25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",70,"D",70,"D",120,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738023,12,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",59,"D",59,"D",59,"D",39,"D",39,"D",39,"D",.,"A",.,"A",.,"A",22,"F",22,"F",22,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738033,32,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",18,"D",18,"D",18,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738043,28,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"F",177,"F",151,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738055,8,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738063,39,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",30,"D",30,"D",30,"D",85,"D",85,"D",85,"D",.,"A",.,"A",.,"A",55,"F",55,"F",55,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738063,40,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738103,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",186,"D",186,"D",186,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738113,32,0,"1",.,"A","1","D","2","D","1","D","1","D",,"A",,"A",73,"D",73,"D",73,"D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",19,"G",19,"G",24,"G",38,"G",38,"G",45,"G",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738143,24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",54,"D",54,"D",54,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738163,16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"D",65,"D",65,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738173,23,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",33,"D",33,"D",33,"D",33,"D",33,"D",33,"D",.,"A",.,"A",.,"A",37,"F",37,"F",37,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738173,24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",74,"D",74,"D",74,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738203,6,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738213,11,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",90,"D",140,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738223,13,0,"1",0.8,"D",,"A","2","D","2","D","2","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2738233,38,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",,"A",35,"F",35,"F",35,"F",110,"F",110,"F",110,"F",.,"A",.,"A",.,"A",105,"F",105,"F",105,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
