"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","UTILY","UTILY_","WHATPROP","WHAT_ROP","BLPERIOD","BLPE_IOD","QFUELADZ","QFUE_ADZ","UTLPTYPE","UTLP_YPE","UTIL1","UTIL1_","UTIL2","UTIL2_","UTIL3","UTIL3_","UTIL4","UTIL4_","UTIL5","UTIL5_","UTIL6","UTIL6_","UTIL7","UTIL7_","UTIL8","UTIL8_","UTIL9","UTIL9_","QADFUL1X","QADF_L1X","QADFUL2X","QADF_L2X","QADFUL3X","QADF_L3X"
"20134",2680363,34,0,"1","205","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",27,"D",27,"D",27,"D"
"20134",2680403,19,0,"1","100","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",124,"F",125,"F",119,"F"
"20134",2680453,16,0,"1","100","D","40","D",,"A",1,"D","4","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",183,"D",154,"D",163,"D"
"20134",2680453,17,0,"1","210","D","40","D",,"A",1,"D","4","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",20,"D",20,"D",20,"D"
"20134",2680573,15,0,"1","100","D","40","D","2","D",1,"D","4","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",0,"D",36,"D",0,"D"
"20134",2680573,16,0,"1","110","D","40","D",,"A",1,"D","4","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",13,"D",15,"D",11,"D"
"20134",2680573,17,0,"1","205","D","40","D",,"A",1,"D","4","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",20,"D",20,"D",20,"D"
"20134",2680593,23,0,"1","100","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",48,"D",38,"D",94,"F"
"20134",2680593,24,0,"1","110","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",38,"D",38,"D",32,"D"
"20134",2680593,25,0,"1","205","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",53,"D",67,"F",76,"D"
"20134",2680623,16,0,"1","100","D","01","D","1","D",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",0,"D",300,"D",196,"D"
"20134",2680623,17,0,"1","205","D","01","D","2","D",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",0,"D",0,"D",99,"D"
"20134",2680643,52,0,"1","100","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",123,"D",149,"D",148,"D"
"20134",2680643,53,0,"1","230","D","01","D","3","D",1,"D","1","D","210","D","205","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"H",0,"D",0,"D"
"20134",2680643,53,5,"1","205","D","01","D",,"A",.,"A","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",106,"E",.,"A",.,"A"
"20134",2680643,53,6,"1","210","D","01","D",,"A",.,"A","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",72,"E",.,"A",.,"A"
"20134",2680663,36,0,"1","100","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",165,"D",165,"D",165,"D"
"20134",2680663,37,0,"1","205","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",99,"D",135,"D",214,"D"
"20134",2680663,38,0,"1","210","D","01","D","3","D",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",38,"D",0,"D",0,"D"
