"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMNONCU","NUMN_NCU","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20141",2775682,48,9,"1",.,"A",27,"E","180","D"
"20141",2775682,48,10,"1",.,"A",5,"E","190","D"
"20141",2776952,68,0,"1",1,"D",.,"H",,"A"
"20141",2776952,68,1,"1",.,"A",57,"E","120","D"
"20141",2776952,68,2,"1",.,"A",9,"E","140","D"
"20141",2776952,68,3,"1",.,"A",367,"E","150","D"
"20141",2776952,68,4,"1",.,"A",64,"E","160","D"
"20141",2776952,68,5,"1",.,"A",55,"E","170","D"
"20141",2776952,68,6,"1",.,"A",48,"E","190","D"
"20141",2778502,17,0,"1",1,"D",.,"H",,"A"
"20141",2778502,17,1,"1",.,"A",52,"E","130","D"
"20141",2778502,17,2,"1",.,"A",20,"E","200","D"
"20141",2778502,17,3,"1",.,"A",24,"E","210","D"
"20141",2778502,17,4,"1",.,"A",24,"E","220","D"
"20141",2779192,26,0,"1",1,"D",.,"H",,"A"
"20141",2779192,26,1,"1",.,"A",9,"E","100","D"
"20141",2779192,26,2,"1",.,"A",4,"E","110","D"
"20141",2779192,26,3,"1",.,"A",7,"E","120","D"
"20141",2779192,26,4,"1",.,"A",24,"E","130","D"
"20141",2779192,26,5,"1",.,"A",1,"E","140","D"
"20141",2779192,26,6,"1",.,"A",55,"E","150","D"
"20141",2779192,26,7,"1",.,"A",3,"E","160","D"
"20141",2779192,26,8,"1",.,"A",5,"E","170","D"
"20141",2779192,26,9,"1",.,"A",3,"E","190","D"
"20141",2779192,26,10,"1",.,"A",4,"E","200","D"
"20141",2779192,26,11,"1",.,"A",13,"E","210","D"
"20141",2779192,26,12,"1",.,"A",7,"E","220","D"
"20141",2779522,49,0,"1",1,"D",.,"H",,"A"
"20141",2779522,49,1,"1",.,"A",694,"E","100","D"
"20141",2779522,49,2,"1",.,"A",186,"E","110","D"
"20141",2779522,49,3,"1",.,"A",302,"E","120","D"
"20141",2779522,49,4,"1",.,"A",1285,"E","130","D"
"20141",2779522,49,5,"1",.,"A",45,"E","140","D"
"20141",2779522,49,6,"1",.,"A",2587,"E","150","D"
"20141",2779522,49,7,"1",.,"A",734,"E","160","D"
"20141",2779522,49,8,"1",.,"A",269,"E","170","D"
"20141",2779522,49,9,"1",.,"A",2157,"E","180","D"
"20141",2779522,49,10,"1",.,"A",315,"E","190","D"
"20141",2779522,49,11,"1",.,"A",391,"E","200","D"
"20141",2779522,49,12,"1",.,"A",464,"E","210","D"
"20141",2779522,49,13,"1",.,"A",571,"E","220","D"
"20141",2780322,57,0,"1",1,"D",.,"H",,"A"
"20141",2780322,57,1,"1",.,"A",17,"E","120","D"
"20141",2780322,57,2,"1",.,"A",3,"E","140","D"
"20141",2780322,57,3,"1",.,"A",133,"E","150","D"
"20141",2780322,57,4,"1",.,"A",5,"E","160","D"
"20141",2780322,57,5,"1",.,"A",15,"E","170","D"
"20141",2780322,57,6,"1",.,"A",7,"E","190","D"
"20141",2789725,29,0,"1",1,"D",.,"H",,"A"
"20141",2789725,29,1,"1",.,"A",41,"E","200","D"
"20141",2789725,29,2,"1",.,"A",49,"E","210","D"
"20141",2789725,29,3,"1",.,"A",60,"E","220","D"
