"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VOPFLUDX","VOPF_UDX","VOPPARKX","VOPP_RKX","VOPTOWX","VOPTOWX_","VOPDOCKX","VOPD_CKX","VOPPLCYX","VOPP_CYX","TANKGASX","TANK_ASX","JGASOXQV","JGAS_XQV","JDIESXQV","JDIE_XQV","VOPCLUBX","VOPC_UBX","VOPTOLLX","VOPT_LLX","VOPOILX","VOPOILX_"
"20171","03423164",21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423194",22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423204",37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",86,"D",.,"A",.,"A"
"20171","03423214",17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03423224",23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",135,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423234",30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423274",29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423284",45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423314",12,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03423324",27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423354",22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423364",32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423384",41,0,"1",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",960,"D",90,"D",.,"A",.,"A",.,"A"
"20171","03423404",22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03423444",29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423524",21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",315,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423534",45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",546,"D",.,"A",50,"D",.,"A",.,"A"
"20171","03423544",14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03423554",15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423594",23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3750,"D",.,"A",.,"A",100,"D",.,"A"
"20171","03423634",47,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",345,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423654",22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423674",13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03423684",71,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",960,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423694",23,0,"1",3,"D",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423724",11,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423734",43,0,"1",.,"A",6,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",75,"D",.,"A",.,"A"
"20171","03423784",13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423794",58,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",30,"D",.,"A"
"20171","03423814",30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423824",37,0,"1",32,"D",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423844",34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",125,"D",.,"A",.,"A"
"20171","03423854",40,0,"1",.,"A",6,"F",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",60,"F",100,"D",.,"A"
"20171","03423894",29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423924",32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",125,"D",.,"A",.,"A"
"20171","03423944",66,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423954",26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03423964",48,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2100,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424044",37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1650,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424054",7,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03424074",21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424094",31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424104",22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424114",35,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424134",23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",40,"D",.,"A"
"20171","03424194",22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",240,"D",.,"A"
"20171","03424224",40,0,"1",3,"D",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",150,"D",.,"A",.,"A",40,"D"
"20171","03424234",33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424274",20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",35,"D"
"20171","03424304",47,0,"1",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",50,"D",.,"A"
"20171","03424314",30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424334",23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",375,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424354",37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2100,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424394",56,0,"1",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",84,"D",.,"A",.,"A"
"20171","03424434",27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",.,"A",45,"D",.,"A"
"20171","03424444",43,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",225,"D",.,"A",.,"A",75,"D",.,"A"
"20171","03424454",29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424464",15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424474",30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",270,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424504",17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424514",24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424524",9,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03424544",53,0,"1",.,"A",250,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",60,"F",.,"A",.,"A"
"20171","03424554",19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424584",27,0,"1",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424614",13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03424624",32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424634",100,0,"1",.,"A",6,"D",.,"A",.,"A",.,"A",.,"A",864,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424674",39,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1950,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424694",31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",225,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424704",28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424744",17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424754",15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03424774",9,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03424844",77,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",540,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424854",7,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03424874",22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",675,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424884",33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424894",17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424924",36,0,"1",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",330,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424974",27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424984",27,0,"1",.,"A",.,"A",.,"A",.,"A",150,"F",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03424994",26,0,"1",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",675,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425024",38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425074",54,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",540,"D",.,"A",.,"A",240,"D",.,"A"
"20171","03425084",19,0,"1",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425094",64,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",360,"D",.,"A",.,"A",.,"A"
"20171","03425104",19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",375,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425164",22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425184",77,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",345,"D",.,"A",.,"A",30,"D",.,"A"
"20171","03425194",31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",225,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425204",119,0,"1",.,"A",3,"D",.,"A",.,"A",.,"A",.,"A",390,"D",.,"A",99,"D",.,"A",.,"A"
"20171","03425224",46,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",80,"D",80,"D",.,"A"
"20171","03425264",36,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",25,"D",.,"A"
"20171","03425304",13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",270,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425344",50,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",570,"D",.,"A",52,"D",.,"A",.,"A"
"20171","03425354",54,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",690,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425374",39,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425384",26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425414",40,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"F",.,"A",.,"A",.,"A",.,"A"
"20171","03425424",28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425434",24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",810,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425444",27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",21,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425474",45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",840,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425484",32,0,"1",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",840,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425514",21,0,"1",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",24,"F"
"20171","03425524",11,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03425544",57,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425554",38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",375,"F",.,"A",.,"A",.,"A",.,"A"
"20171","03425564",83,0,"1",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",250,"D",.,"A",.,"A"
"20171","03425584",16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",210,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425614",73,0,"1",5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425624",26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425644",45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425664",36,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",936,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425684",84,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",35,"D",.,"A"
"20171","03425694",5,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03425714",17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",270,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425764",64,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425774",22,0,"1",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A",90,"D",.,"A",.,"A",18,"D",.,"A"
"20171","03425794",34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",7,"D",.,"A"
"20171","03425824",30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",147,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425854",47,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",50,"D"
"20171","03425864",31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425934",30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",270,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425944",30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425954",21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425984",33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03425994",18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426034",51,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",135,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426044",45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",420,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426094",25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",61,"D",.,"A",.,"A"
"20171","03426104",14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426134",32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",43,"D",.,"A",.,"A"
"20171","03426144",35,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426164",45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426184",31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426214",23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426224",21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426244",56,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",225,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426284",15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426324",30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",315,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426344",37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426354",57,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",45,"D",.,"A"
"20171","03426364",19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",1,"D",.,"A"
"20171","03426374",27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426394",49,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426404",31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426414",13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03426434",23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426464",53,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",.,"A",108,"D",8,"D",.,"A"
"20171","03426474",18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426494",26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"F",.,"A",.,"A",.,"A",.,"A"
"20171","03426514",32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",264,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426524",24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426564",44,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1140,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426584",38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",40,"D",.,"A"
"20171","03426594",54,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426604",20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03426624",12,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03426724",48,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1800,"D",.,"A",.,"A",480,"D",.,"A"
"20171","03426734",30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",990,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426774",34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",90,"D",92,"D",.,"A",.,"A"
"20171","03426804",65,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",390,"D",180,"D",.,"A",.,"A",.,"A"
"20171","03426814",53,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",180,"D",.,"A",.,"A"
"20171","03426824",33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426834",52,0,"1",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",297,"D",.,"A",.,"A",40,"D",.,"A"
"20171","03426844",24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2100,"D",.,"A",.,"A",10,"F",.,"A"
"20171","03426854",9,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426884",36,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",135,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426904",34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",144,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426914",49,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426924",19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",210,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426934",30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",32,"D",750,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426944",17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03426954",66,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",180,"D",.,"A",.,"A",.,"A"
"20171","03426964",40,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",25,"D",.,"A"
"20171","03426984",55,0,"1",.,"A",2,"D",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03427004",14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20171","03427024",29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03427034",64,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",516,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03427054",16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03427074",30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03427084",23,0,"1",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",450,"D",.,"A",.,"A",.,"A"
"20171","03427104",39,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",840,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03427124",73,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",525,"D",.,"A",139,"D",75,"D",.,"A"
"20171","03427144",26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",216,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03427164",31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03427194",40,0,"1",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A",.,"A",10,"D",.,"A"
"20171","03427204",47,0,"1",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03427244",22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",105,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03427254",29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A"
"20171","03427264",25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
