"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","MKMDEL","MKMDEL_","LSDENDYR","LSDE_DYR","PMTYEAR","PMTYEAR_"
"20133",2628754,18,0,"5","01","D","105","D","2012","D",.,"A",24,"D","04","D",280,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",280,"D",280,"D",280,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A","2012","D"
"20133",2630454,13,0,"5","01","D","105","D","2011","D",.,"A",60,"D","10","D",387,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",387,"D",387,"D",387,"D",.,"A",.,"A",.,"A",.,"B",.,"A","TOYAC","D",,"A","2011","D"
"20133",2630664,7,0,"5","01","D","105","D","2002","D",.,"A",36,"D","01","D",400,"D","3","D",.,"A",.,"A",1500,"D",.,"A","06","D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A","CHEBE","D",,"A","2009","D"
"20133",2631814,17,0,"5","01","D","105","D","2012","D",.,"A",36,"D","10","D",317,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",317,"D",317,"D",317,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A","2011","D"
"20133",2632574,18,0,"5","01","D","105","D","2011","D",.,"A",39,"D","06","D",467,"D","3","D",.,"A",2000,"D",.,"A",.,"A",,"A",467,"D",467,"D",467,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAN","D",,"A","2011","D"
"20133",2632574,19,0,"5","02","D","105","D","2012","D",.,"A",36,"D","10","D",362,"D","3","D",.,"A",.,"A",1900,"D",.,"A",,"A",362,"D",362,"D",362,"D",.,"A",.,"A",.,"A",1900,"D",.,"A","HONAA","D",,"A","2012","D"
"20133",2633964,5,0,"5","01","D","105","D","2008","D",.,"A",72,"D","02","D",317,"D","3","D",.,"A",.,"A",3500,"D",.,"A",,"A",317,"D",317,"D",317,"D",.,"A",.,"A",.,"A",3500,"D",.,"A","CHEAP","D",,"A","2012","D"
"20133",2634064,34,0,"5","01","D","105","D","2011","D",.,"A",36,"D","06","D",60,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAJ","D",,"A","2010","D"
"20133",2634424,13,0,"5","01","D","105","D","2011","D",.,"A",36,"D","12","F",211,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",211,"D",211,"D",211,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAW","D",,"A","2011","F"
"20133",2635134,16,0,"5","01","D","105","D","2000","D",.,"A",12,"D","02","D",6500,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",6500,"D",6500,"D",6500,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAD","D",,"A","2009","D"
"20133",2636544,25,0,"5","01","D","105","D","2013","D",.,"A",36,"D","04","D",360,"D","3","D",.,"A",10000,"D",3500,"D",.,"A",,"A",360,"D",360,"D",360,"D",.,"A",.,"A",.,"A",3500,"D",.,"A","JEEAD","D",,"A","2013","D"
"20133",2638114,14,0,"5","01","D","105","D","2013","D",.,"A",39,"D","02","D",315,"D","3","D",.,"A",2000,"D",1000,"D",.,"A",,"A",315,"D",315,"D",315,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","FORBJ","D",,"A","2013","D"
"20133",2638204,7,0,"5","01","D","105","D","2012","D",.,"A",36,"D","06","D",599,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",599,"D",599,"D",599,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAH","D",,"A","2012","D"
"20133",2638294,16,0,"1","01","D","105","D","2014","D",.,"A",1,"D","07","D",.,"B","8","D",.,"A",.,"A",22000,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",22000,"D",.,"A","ACUAI","D",,"A","2013","D"
"20133",2638474,7,0,"5","01","D","105","D","2004","D",.,"A",48,"D","09","F",325,"D","3","D",.,"A",.,"A",2500,"D",.,"A",,"A",325,"D",325,"D",325,"D",.,"A",.,"A",.,"A",2500,"D",.,"A","PONAG","D",,"A","2010","D"
"20133",2639024,26,0,"1","01","D","105","D","2002","D",.,"A",72,"D","07","D",320,"D","3","D",.,"A",.,"A",300,"D",.,"A",,"A",.,"A",320,"D",320,"D",.,"A",70,"D",70,"D",300,"D",.,"A","BUIAA","D",,"A","2013","D"
"20133",2639734,3,0,"5","01","D","105","D","1995","D",.,"A",12,"D","02","D",150,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A","PONAF","D",,"A","2012","D"
"20133",2639894,13,0,"5","01","D","105","D","2012","D",.,"A",36,"D","03","D",550,"D","3","D",.,"A",.,"A",6000,"D",.,"A",,"A",550,"D",550,"D",550,"D",.,"A",.,"A",.,"A",6000,"D",.,"A","BMWAA","D",,"A","2012","D"
"20133",2640824,13,0,"5","01","D","105","D","2012","D",.,"A",36,"D","07","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",777,"F",777,"F",777,"F",1,"F",1,"F",1,"F",.,"A",.,"A","MRBXX","D",,"A","2012","D"
"20133",2641034,18,0,"5","02","D","105","D","2013","D",.,"A",36,"D","01","D",657,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",657,"D",657,"D",657,"D",.,"A",.,"A",.,"A",.,"A",.,"A","ACUAI","D",,"A","2013","D"
"20133",2641194,29,0,"5","01","D","105","D","2010","D",0.5,"D",38,"D","12","D",700,"D","3","D",.,"A",.,"A",3500,"D",.,"A",,"A",700,"D",700,"D",700,"D",.,"A",.,"A",.,"A",3500,"D",.,"A","MRBAJ","D",,"A","2011","D"
"20133",2643094,22,0,"5","01","D","105","D","2011","D",.,"A",36,"D","12","D",360,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",360,"D",360,"D",360,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAU","D",,"A","2011","D"
"20133",2644984,13,0,"5","01","D","105","D","2011","D",.,"A",36,"D","01","D",400,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAG","D",,"A","2011","D"
"20133",2645534,24,0,"5","01","D","105","D","2013","D",.,"A",.,"C","04","D",420,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",420,"D",420,"D",420,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","ACUXX","D",,"A","2013","D"
"20133",2646114,23,0,"5","01","D","105","D","2009","D",0.8,"D",48,"D","09","D",554,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",554,"D",554,"D",554,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOVAQ","D",,"A","2010","D"
"20133",2646114,24,0,"1","02","D","105","D","2013","D",0.8,"D",36,"D","08","D",568,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",568,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LANAH","D",,"A","2013","D"
"20133",2646494,12,0,"5","02","D","105","D","2013","D",.,"A",39,"D","03","D",240,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",240,"D",240,"D",240,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAW","D",,"A","2013","D"
"20133",2646564,18,0,"1","01","D","105","D","2013","D",.,"A",.,"C","09","D",259,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3000,"D",.,"A","TOYAF","D",,"A","2013","D"
"20133",2647593,22,0,"5","01","D","105","D","2012","D",.,"A",39,"D","07","D",292,"D","3","D",.,"A",.,"A",2500,"D",.,"A",,"A",292,"D",292,"D",292,"D",.,"A",.,"A",.,"A",2500,"D",.,"A","JEEAI","D",,"A","2012","D"
"20133",2647773,33,0,"5","01","D","105","D","2013","D",.,"A",39,"D","06","D",224,"D","3","D",.,"A",6500,"D",.,"A",.,"A",,"A",224,"D",224,"D",224,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAW","D",,"A","2012","D"
"20133",2648013,10,0,"5","01","D","105","D","2010","D",.,"A",36,"D","04","F",173,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",173,"D",173,"D",173,"D",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAD","D",,"A","2012","D"
"20133",2648583,16,0,"5","01","D","105","D","2013","D",.,"A",24,"D","09","D",.,"C","3","D",.,"A",.,"C",.,"C",.,"A",,"A",420,"F",420,"F",420,"F",55,"F",55,"F",55,"F",.,"B",.,"A","NISAD","D",,"A","2012","D"
"20133",2648583,17,0,"5","02","D","105","D","2010","D",.,"A",39,"D","06","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",321,"F",321,"F",321,"F",.,"A",.,"A",.,"A",.,"A",.,"A","NISAF","D",,"A","2010","D"
"20133",2648783,22,0,"5","01","D","105","D","2011","D",.,"A",36,"D","11","D",577,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",577,"D",577,"D",577,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAC","D",,"A","2010","D"
"20133",2648963,10,0,"5","01","D","105","D","2011","D",.,"A",36,"D","09","D",450,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",450,"D",450,"D",450,"D",50,"D",50,"D",50,"D",2000,"D",.,"A","TOYAO","D",,"A","2010","D"
"20133",2649963,21,0,"5","01","D","105","D","2013","D",.,"A",48,"D","01","D",339,"D","3","D",.,"A",4000,"D",24000,"D",.,"A",,"A",339,"D",339,"D",339,"D",.,"A",.,"A",.,"A",24000,"D",.,"A","HYUAE","D",,"A","2013","D"
"20133",2650413,22,0,"5","01","D","105","D","2010","D",.,"A",60,"D","09","D",330,"D","3","D",.,"A",6000,"D",2000,"D",.,"A",,"A",330,"D",330,"D",330,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAN","D",,"A","2010","D"
"20133",2650413,23,0,"5","02","D","105","D","2011","D",.,"A",60,"D","12","D",330,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",330,"D",330,"D",330,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAF","D",,"A","2011","D"
"20133",2650443,16,0,"5","01","D","105","D","2012","D",.,"A",39,"D","09","D",316,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",316,"D",316,"D",316,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","BUIAN","D",,"A","2012","D"
"20133",2650493,20,0,"5","01","D","105","D","2011","D",.,"A",36,"D","10","D",433,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",433,"D",433,"D",433,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","TOYAC","D",,"A","2011","D"
"20133",2650803,23,0,"5","01","D","105","D","2012","D",0.2,"D",36,"D","08","D",554,"D","3","D",.,"A",1000,"D",2000,"D",.,"A",,"A",554,"D",554,"D",554,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","KIAAG","D",,"A","2012","D"
"20133",2651483,19,0,"5","02","D","105","D","2010","D",.,"A",36,"D","12","D",300,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","DODAC","D",,"A","2010","D"
"20133",2651483,20,0,"5","03","D","105","D","2013","D",.,"A",39,"D","01","D",236,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",236,"D",236,"D",236,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBP","D",,"A","2013","D"
"20133",2651593,14,0,"5","01","D","105","D","2011","D",.,"A",36,"D","02","D",200,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A","2011","D"
"20133",2651593,15,0,"5","02","D","105","D","2012","D",.,"A",3,"D","07","D",250,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HYUAE","D",,"A","2012","D"
"20133",2651873,12,0,"1","01","D","105","D","2011","D",.,"A",36,"D","02","D",326,"D","3","D",.,"A",.,"A",1800,"D",.,"A",,"A",326,"D",326,"D",326,"D",.,"A",.,"A",.,"A",1800,"D",.,"A","CHEAS","D",,"A","2011","D"
"20133",2652203,15,0,"5","01","D","105","D","2013","D",.,"A",36,"D","05","D",477,"D","3","D",.,"A",.,"A",3507,"D",.,"A",,"A",.,"A",477,"D",477,"D",.,"A",.,"A",.,"A",3507,"D",.,"A","XXXXX","D",,"A","2013","D"
"20133",2653373,6,0,"5","01","D","105","D","2006","D",.,"A",36,"D","11","D",300,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","FORBJ","D",,"A","2012","D"
"20133",2653393,12,0,"5","01","D","105","D","2012","D",.,"A",36,"D","10","D",395,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",395,"D",395,"D",395,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAC","D",,"A","2012","D"
"20133",2653533,9,0,"5","01","D","105","D","2010","D",.,"A",36,"D","03","F",250,"D","3","D",.,"A",.,"C",.,"C",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"B",.,"A","CHEAS","D",,"A","2010","D"
"20133",2654023,14,0,"5","01","D","105","D","2013","D",.,"A",36,"D","01","D",170,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",170,"D",170,"D",170,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAF","D",,"A","2013","D"
"20133",2654023,15,0,"1","02","D","105","D","2013","D",.,"A",36,"D","07","D",335,"D","3","D",.,"A",12000,"D",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","FORAO","D",,"A","2013","D"
"20133",2654363,5,0,"1","01","D","105","D","2013","D",.,"A",24,"D","05","D",500,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",500,"D",500,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LINAD","D",,"A","2013","D"
"20133",2654913,23,0,"5","01","D","105","D","2013","D",0.5,"D",24,"D","01","D",1500,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",1500,"D",1500,"D",1500,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBAY","D",,"A","2013","D"
"20133",2655083,32,0,"5","01","D","105","D","2011","D",.,"A",36,"D","05","D",890,"D","3","D",890,"D",.,"A",.,"A",.,"A",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAM","D",,"A","2011","D"
"20133",2655083,33,0,"1","02","D","105","D","2013","D",.,"A",39,"D","07","D",875,"D","3","D",.,"A",.,"A",3800,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3800,"D",.,"A","GMCAM","D",,"A","2013","D"
"20133",2655473,13,0,"5","01","D","105","D","2012","D",.,"A",36,"D","09","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",642,"F",642,"F",642,"F",.,"A",.,"A",.,"A",.,"A",.,"A","ACUAI","D",,"A","2012","D"
"20133",2655653,27,0,"5","01","D","105","D","2012","D",.,"A",39,"D","10","D",189,"D","3","D",.,"A",3000,"D",.,"A",.,"A",,"A",189,"D",189,"D",189,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAN","D",,"A","2012","D"
"20133",2655693,11,0,"5","01","D","105","D","2010","D",.,"A",36,"D","02","F",480,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",480,"D",480,"D",480,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAG","D",,"A","2010","D"
"20133",2655693,12,0,"5","02","D","105","D","2012","D",.,"A",36,"D","04","F",400,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2012","D"
"20133",2657453,11,0,"5","01","D","105","D","2012","D",.,"A",72,"D","12","D",520,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",520,"D",520,"D",520,"D",45,"D",45,"D",45,"D",.,"A",.,"A","CHEBS","D",,"A","2012","D"
"20133",2657643,30,0,"5","01","D","105","D","2013","D",.,"A",36,"D","01","D",425,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",425,"D",425,"D",425,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORAM","D",,"A","2013","D"
"20133",2657953,24,0,"5","01","D","105","D","2012","D",0.5,"D",36,"D","03","D",315,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",315,"D",315,"D",315,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAK","D",,"A","2012","D"
"20133",2659183,15,0,"1","01","D","105","D","2012","D",.,"A",36,"D","03","D",213,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",213,"D",213,"D",213,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A","2013","D"
"20133",2659583,14,0,"5","01","D","105","D","2011","D",.,"A",36,"D","07","D",167,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",167,"D",167,"D",167,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","HYUAB","D",,"A","2011","D"
"20133",2659583,15,0,"5","02","D","105","D","2011","D",.,"A",36,"D","07","D",167,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",167,"D",167,"D",167,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HYUAB","D",,"A","2011","D"
"20133",2660183,22,0,"5","02","D","105","D","2013","D",.,"A",36,"D","04","D",412,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",412,"D",412,"D",412,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAN","D",,"A","2013","D"
"20133",2661393,14,0,"5","01","D","105","D","2006","D",.,"A",60,"D","11","D",269,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",269,"D",269,"D",269,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JEEAD","D",,"A","2012","D"
"20133",2661713,19,0,"5","01","D","105","D","2012","D",.,"A",36,"D","04","D",650,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",650,"D",650,"D",650,"D",.,"A",.,"A",.,"A",.,"B",.,"A","AUDAH","D",,"A","2012","D"
"20133",2662823,12,0,"5","01","D","105","D","2010","D",0.99,"D",36,"D","03","F",2800,"D","3","D",.,"A",.,"A",200,"D",.,"A",,"A",2800,"D",2800,"D",2800,"D",.,"A",.,"A",.,"A",200,"D",.,"A","NISAD","D",,"A","2012","D"
"20133",2663283,9,0,"5","01","D","105","D","2013","D",.,"A",.,"C","02","D",3100,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","BENAD","D",,"A","2013","D"
"20133",2664143,37,0,"1","01","D","105","D","2014","D",.,"A",36,"D","07","D",230,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",.,"A",.,"A",230,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","KIAAE","D",,"A","2013","D"
"20133",2664193,13,0,"5","01","D","105","D","2013","D",.,"A",36,"D","04","D",175,"D","3","D",.,"A",7000,"D",.,"A",.,"A",,"A",175,"D",175,"D",175,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SUBAC","D",,"A","2013","D"
"20133",2664723,11,0,"5","01","D","105","D","2012","D",.,"A",36,"D","12","D",240,"D","3","D",.,"A",500,"D",3000,"D",.,"A",,"A",240,"D",240,"D",240,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","NISAN","D",,"A","2012","D"
"20133",2665893,16,0,"5","01","D","105","D","2010","D",.,"A",36,"D","05","D",269,"D","3","D",.,"A",.,"A",1200,"D",.,"A",,"A",269,"D",269,"D",269,"D",.,"A",.,"A",.,"A",1200,"D",.,"A","TOYAC","D",,"A","2010","D"
"20133",2665893,17,0,"5","02","D","105","D","2009","D",.,"A",60,"D","04","D",470,"D","3","D",.,"A",3000,"D",.,"A",.,"A",,"A",470,"D",470,"D",470,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAI","D",,"A","2009","D"
"20133",2666523,29,0,"1","01","D","105","D","2013","D",.,"A",36,"D","08","D",165,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2000,"D",.,"A","HONAB","D",,"A","2013","D"
"20133",2666703,14,0,"5","01","D","105","D","2010","D",.,"A",36,"D","07","D",360,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",360,"D",360,"D",360,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORAW","D",,"A","2011","D"
"20133",2667123,27,0,"5","01","D","105","D","2011","D",.,"A",36,"D","05","D",346,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",346,"D",346,"D",346,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAU","D",,"A","2011","D"
"20133",2667193,9,0,"5","01","D","105","D","2013","D",.,"A",60,"D","02","D",450,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",450,"D",450,"D",450,"D",.,"A",.,"A",.,"A",.,"B",.,"A","MRBXX","D",,"A","2013","D"
"20133",2668453,15,0,"5","01","D","105","D","2013","D",.,"A",42,"D","10","D",658,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",658,"D",658,"D",658,"D",.,"A",.,"A",.,"A",.,"A",.,"A","AUDAX","D",,"A","2012","D"
"20133",2668903,23,0,"5","01","D","105","D","2011","D",.,"A",36,"D","04","D",250,"D","3","D",.,"A",3000,"D",.,"A",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAC","D",,"A","2011","D"
"20133",2669793,19,0,"5","01","D","105","D","2011","D",.,"A",36,"D","10","D",365,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",365,"D",365,"D",365,"D",40,"D",40,"D",40,"D",.,"A",.,"A","TOYAF","D",,"A","2011","D"
"20133",2670183,18,0,"1","01","D","105","D","2014","D",.,"A",36,"D","09","D",399,"D","3","D",.,"A",.,"A",2500,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2500,"D",.,"A","MAZAY","D",,"A","2013","D"
"20133",2670843,23,0,"5","01","D","105","D","2012","D",.,"A",36,"D","03","D",559,"D","3","D",.,"A",.,"A",515,"D",.,"A",,"A",559,"D",559,"D",559,"D",.,"A",.,"A",.,"A",515,"D",.,"A","FORAM","D",,"A","2012","D"
"20133",2671493,13,0,"5","01","D","105","D","2012","D",.,"A",39,"D","04","D",210,"D","3","D",.,"A",6000,"D",.,"A",.,"A",,"A",210,"D",210,"D",210,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBT","D",,"A","2012","D"
"20133",2671733,14,0,"5","01","D","105","D","2011","D",.,"A",36,"D","02","D",274,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",274,"D",274,"D",274,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","HONXX","D",,"A","2011","D"
"20133",2673233,14,0,"5","01","D","105","D","2010","D",.,"A",48,"D","02","D",410,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",410,"D",410,"D",410,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAO","D",,"A","2010","D"
"20133",2673453,12,0,"1","01","D","105","D","2013","D",.,"A",72,"D","09","D",430,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAL","D",,"A","2013","D"
"20133",2674243,3,0,"5","01","D","105","D","2010","D",.,"A",.,"C","02","F",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SAAXX","D",,"A","2012","F"
"20133",2674343,6,0,"1","01","D","105","D","2008","D",.,"A",39,"D","08","D",250,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAJ","D",,"A","2008","D"
"20133",2674483,9,0,"5","01","D","105","D","2002","D",.,"A",39,"D","12","D",169,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",169,"D",169,"D",169,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","CHEBT","D",,"A","2011","D"
"20133",2674633,20,0,"5","01","D","105","D","2011","D",.,"A",36,"D","08","D",208,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",208,"D",208,"D",208,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2011","D"
"20133",2674753,25,0,"5","01","D","105","D","2011","D",.,"A",24,"D","06","D",530,"D","3","D",.,"A",.,"A",1200,"D",.,"A",,"A",530,"D",530,"D",530,"D",.,"A",.,"A",.,"A",1200,"D",.,"A","MRBAY","D",,"A","2012","D"
"20133",2675343,8,0,"5","01","D","105","D","2002","D",0.2,"D",36,"D","06","D",305,"D","3","D",.,"A",.,"A",2000,"D",1000,"D",,"A",305,"D",305,"D",305,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","MRBXX","D",,"A","2013","D"
"20133",2675513,14,0,"5","01","D","105","D","2013","D",.,"A",36,"D","05","D",370,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",370,"D",370,"D",370,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAG","D",,"A","2013","D"
"20133",2675923,20,0,"5","01","D","105","D","2012","D",.,"A",60,"D","05","D",50,"D","3","D",.,"A",.,"A",1600,"D",.,"A",,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",1600,"D",.,"A","HONAB","D",,"A","2013","D"
"20133",2677033,16,0,"5","01","D","105","D","2010","D",.,"A",36,"D","10","D",300,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","VOKAI","D",,"A","2011","D"
"20133",2677893,5,0,"5","01","D","105","D",,"C",.,"A",.,"C","03","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",237,"F",237,"F",237,"F",.,"A",.,"A",.,"A",.,"A",.,"A","CADXX","D",,"A","2011","F"
"20133",2677933,12,0,"5","01","D","105","D","2008","D",.,"A",60,"D","06","D",500,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAT","D",,"A","2008","D"
"20133",2678603,28,0,"1","01","D","105","D","2013","D",.,"A",36,"D","11","D",300,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"B",.,"A","BMWAA","D",,"A","2012","D"
