"NEWID","AGE","AGE_","AMTFED","AMTFED_","ANFEDTX","ANFEDTX_","ANGOVRTX","ANGO_RTX","ANPRVPNX","ANPR_PNX","ANRRDEDX","ANRR_EDX","ANSLTX","ANSLTX_","ARM_FORC","ARM__ORC","CU_CODE","EARNER","EARNER_","EARNTYPE","EARN_YPE","EDUCA","EDUCA_","EMPLCONT","EMPL_ONT","FARMINCX","FARM_NCX","FARMLOSS","FARM_OSS","GOVRETX","GOVRETX_","GROSPAYX","GROS_AYX","IN_COLL","IN_COLL_","INC_HRSQ","INC__RSQ","INCMEDCR","INCM_DCR","INCNONWK","INCN_NWK","INCOMEY","INCOMEY_","INCORP","INCORP_","INCWEEKQ","INCW_EKQ","INDRETX","INDRETX_","JSSDEDX","JSSDEDX_","MARITAL","MEDICOV","MEDICOV_","MEMBNO","NFRMLOSS","NFRM_OSS","NONFARMX","NONF_RMX","OCCUCODE","OCCU_ODE","PAYPERD","PAYPERD_","PRIVPENX","PRIV_ENX","PWRKSTAT","PWRK_TAT","RRRDEDX","RRRDEDX_","RRRETIRX","RRRE_IRX","SALARYX","SALARYX_","SCHMLWKQ","SCHM_WKQ","SCHMLWKX","SCHM_WKX","SEX","SLFEMPSS","SLFE_PSS","SLTAXX","SLTAXX_","SOCRRX","SOCRRX_","SS_RRQ","SS_RRQ_","SSIX","SSIX_","SSNORM","SSNORM_","SALARYB","SALARYB_","SALARYBX","SALA_YBX","NONFARMB","NONF_RMB","NONFRMBX","NONF_MBX","FARMINCB","FARM_NCB","FRMINCBX","FRMI_CBX","RRRETIRB","RRRE_IRB","RRRETRBX","RRRE_RBX","SSIB","SSIB_","SSIBX","SSIBX_","HORIGIN","HISPANIC","HISP_NIC","MEMBRACE","RC_WHITE","RC_W_ITE","RC_BLACK","RC_B_ACK","RC_NATAM","RC_N_TAM","RC_ASIAN","RC_A_IAN","RC_PACIL","RC_P_CIL","RC_OTHER","RC_O_HER","RC_DK","RC_DK_","ASIAN","ASIAN_","ANFEDTXM","ANFE_TXM","ANGOVRTM","ANGO_RTM","ANPRVPNM","ANPR_PNM","ANRRDEDM","ANRR_EDM","ANSLTXM","ANSLTXM_","FARMINCM","FARM_NCM","FARMINC1","FARMINC2","FARMINC3","FARMINC4","FARMINC5","FARMINCI","JSSDEDXM","JSSD_DXM","JSSDEDX1","JSSDEDX2","JSSDEDX3","JSSDEDX4","JSSDEDX5","NONFARMM","NONF_RMM","NONFARM1","NONFARM2","NONFARM3","NONFARM4","NONFARM5","NONFARMI","RRRETIRM","RRRE_IRM","RRRETIR1","RRRETIR2","RRRETIR3","RRRETIR4","RRRETIR5","RRRETIRI","SALARYXM","SALA_YXM","SALARYX1","SALARYX2","SALARYX3","SALARYX4","SALARYX5","SALARYXI","SLFEMPSM","SLFE_PSM","SLFEMPS1","SLFEMPS2","SLFEMPS3","SLFEMPS4","SLFEMPS5","SOCRRXM","SOCRRXM_","SOCRRX1","SOCRRX2","SOCRRX3","SOCRRX4","SOCRRX5","SSIXM","SSIXM_","SSIX1","SSIX2","SSIX3","SSIX4","SSIX5","SSIXI"
2585463,65,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","2","D",,"A","5","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","2","D","1","D",,"A",,"A",0,"D",.,"A",.,"A","1",,"A",2,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",1200,"D",.,"A",.,"A",.,"A","2",.,"A",.,"A",14400,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","4",,"A",,"A",,"A","4","D",,"A",,"A",,"A","3","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,1200,"D",1200,1200,1200,1200,1200,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,14400,"D",14400,14400,14400,14400,14400,.,"A",.,.,.,.,.,100
2585463,31,"D",400,"D",6588,"D",.,"A",1647,"D",.,"A",3294,"D","2","D","3","1","D","3","D","5","D","1","D",.,"A",,"A",.,"A",1700,"D","3","D",40,"D",,"A",,"A","1","D",,"A",28,"D",1200,"D",2142,"D","5","2","D",3,,"A",.,"A","15","D","2","D",100,"D","1","D",.,"A",.,"A",28000,"D",.,"A",.,"A","1",0,"D",200,"D",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","6","1","D",,"A",,"A","4","D","5","D",,"A",,"A","1","D",6588,"D",.,"A",1647,"D",.,"A",3294,"D",.,"A",.,.,.,.,.,100,2142,"D",2142,2142,2142,2142,2142,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,28000,"D",28000,28000,28000,28000,28000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585463,35,"D",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","8","1","D","2","D","5","D",,"B",.,"A",,"A",.,"B",.,"B","2","D",28,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",0,"D","5",,"A",4,,"A",.,"A","09","D",,"B",.,"B","1","D",.,"B",.,"A",.,"B",.,"A",.,"A","2",0,"D",.,"B",0,"D",.,"A",.,"A",,"A",,"B",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","4",,"A",,"A",,"A","4","D",,"A",,"A",,"A","2","D",.,"B",.,"B",.,"B",.,"B",.,"B",.,"A",.,.,.,.,.,100,1755.8,"D",1893,1800,927,1637,2522,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,22954.2,"D",24750,23534,12120,21395,32972,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585463,5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","4",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",5,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","6","1","D",,"A",,"A","4","D","5","D",,"A",,"A","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585463,4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","4",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",6,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","6","1","D",,"A",,"A","4","D","5","D",,"A",,"A","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585473,57,"D",.,"C",.,"B",.,"B",.,"A",.,"A",.,"B","2","D","1","1","D","1","D","4","D","1","D",.,"A",,"A",25,"D",.,"C","3","D",40,"D",,"A",,"A","3","D",,"A",52,"D",.,"A",3366,"D","5","2","D",1,,"A",.,"A","10","D","2","D",.,"A","1","D",.,"A",.,"A",44000,"D",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"B",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,3366,"D",3366,3366,3366,3366,3366,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,44000,"D",44000,44000,44000,44000,44000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585473,25,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","3","1","D","3","D","4","D","2","D",.,"A",,"A",.,"A",.,"C","3","D",35,"D",,"A",,"A","3","D",,"A",20,"D",.,"A",918,"D","5","2","D",2,,"A",.,"A","09","D","1","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A",,"A","03","D",12000,"D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,901.8,"D",1112,821,838,805,933,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,11788.8,"D",14533,10738,10950,10527,12196,301,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585483,65,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","1","1","D","4","D","2","D","2","D",.,"A",,"A",.,"A",240,"D",,"A",20,"D","1","D",,"A","1","D",,"A",48,"D",.,"A",765,"D","4","2","D",1,,"A",.,"A","10","D","1","D",.,"A","1","D",.,"A",700,"D",10000,"D",.,"A",.,"A","1",0,"D",.,"A",9659,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","1","D","1",,"A",,"A",,"A",,"A",,"A","6","D",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,765,"D",765,765,765,765,765,.,"A",.,.,.,.,.,100,700,"D",700,700,700,700,700,100,10000,"D",10000,10000,10000,10000,10000,100,0,"D",0,0,0,0,0,9659,"D",9659,9659,9659,9659,9659,.,"A",.,.,.,.,.,100
2585503,42,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","1","1","D","1","D","7","D","2","D",.,"A",,"A",.,"A",.,"C","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",0,"D","1",,"A",1,,"A",.,"A","10","D","2","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","1",0,"D",.,"A",0,"D",.,"A",.,"A","2","D",,"C",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,2435.6,"D",3614,707,1569,2873,3415,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,31838,"D",47243,9236,20511,37557,44643,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585503,36,"D",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","1","D","1","D","8","D",,"B",.,"A",,"A",.,"B",.,"B","3","D",39,"D",,"A",,"A","5","D","1","D",52,"D",.,"A",0,"D","1",,"A",2,,"A",.,"A","01","D",,"B",.,"B","1","D",.,"B",.,"A",.,"B",.,"A",.,"A","2",0,"D",.,"B",0,"D",.,"A",.,"A",,"A",,"B",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"B",.,"B",.,"B",.,"B",.,"A",.,.,.,.,.,100,4066.4,"D",6730,5038,1532,2804,4228,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,53156,"D",87973,65853,20029,36656,55269,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585503,1,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585523,37,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","1","D","3","D","7","D",,"C",.,"A",,"A",.,"A",.,"C","3","D",40,"D",,"A",,"A","1","D",,"A",26,"D",.,"A",3060,"D","5",,"A",1,,"A",.,"A","03","D",,"C",.,"A","1","D",.,"A",.,"A",40000,"D",.,"A",.,"A","2",0,"D",.,"A",0,"D",.,"A",.,"A",,"C",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,3060,"D",3060,3060,3060,3060,3060,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,40000,"D",40000,40000,40000,40000,40000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585533,27,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","1","D","1","D","3","D","1","D",.,"A",,"A",.,"A",680,"D",,"A",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",0,"D","4","2","D",1,,"A",.,"A","05","D","2","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"C",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","3",,"A",,"A","3","D",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,1734.8,"D",2415,3416,1783,699,361,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,22677.4,"D",31570,44654,23301,9143,4719,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585533,24,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","0","1","D","1","D","6","D","2","D",.,"A",,"A",.,"A",760,"D","3","D",65,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",1530,"D","5","2","D",2,,"A",.,"A","11","D","2","D",.,"A","1","D",.,"A",.,"A",20000,"D",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,1530,"D",1530,1530,1530,1530,1530,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,20000,"D",20000,20000,20000,20000,20000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585533,8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","3",,"A",,"A","3","D",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585533,3,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",4,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","3",,"A",,"A","3","D",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585543,60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","1","D","1","D","4","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",35,"D",,"A",,"A","5","D","2","D",52,"D",.,"A",1530,"D","2",,"A",1,"2","D",10000,"D","10","D",,"A",.,"A","2","D",.,"A",.,"A",.,"A",.,"A",.,"A","2",1530,"D",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,1530,"D",1530,1530,1530,1530,1530,10000,"D",10000,10000,10000,10000,10000,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,1530,"D",1530,1530,1530,1530,1530,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585553,75,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","1","2","D",,"A","7","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","2","D","1","D",,"A",,"A",0,"D",.,"A",.,"A","1",,"A",1,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",713,"D",.,"A",.,"A",.,"A","2",.,"A",.,"A",8556,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,713,"D",713,713,713,713,713,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,8556,"D",8556,8556,8556,8556,8556,.,"A",.,.,.,.,.,100
2585553,78,"D",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B",,"A","2","1","D","1","D","8","D",,"B",6300,"D","2","D",.,"B",.,"B","3","D",50,"D","2","D",,"A","1","D",,"A",52,"D",.,"A",964,"D","1",,"A",2,,"A",.,"A","03","D",,"B",.,"B","1","D",.,"B",1543,"D",.,"B",.,"A",.,"A","1",964,"D",.,"B",18516,"D",12,"D",.,"A",,"A",,"B",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"B",.,"B",.,"B",.,"B",6300,"D",6300,6300,6300,6300,6300,100,6034.6,"D",5268,4998,6293,7120,6494,.,"A",.,.,.,.,.,100,1543,"D",1543,1543,1543,1543,1543,100,66280.8,"D",56261,52729,69658,80473,72283,201,964,"D",964,964,964,964,964,18516,"D",18516,18516,18516,18516,18516,.,"A",.,.,.,.,.,100
2585573,57,"D",46,"D",1069,"D",.,"A",.,"A",.,"A",372,"D","2","D","1","1","D","1","D","4","D","2","D",.,"A",,"A",.,"A",1205,"D","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",2142,"D","2","2","D",1,,"A",.,"A","04","D","2","D",.,"A","1","D",.,"A",.,"A",28000,"D",.,"A",.,"A","2",0,"D",16,"D",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",1069,"D",.,"A",.,"A",.,"A",372,"D",.,"A",.,.,.,.,.,100,2142,"D",2142,2142,2142,2142,2142,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,28000,"D",28000,28000,28000,28000,28000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585573,37,"D",50,"D",1300,"D",.,"A",.,"A",.,"A",442,"D","2","D","3","1","D","1","D","4","D","2","D",.,"A",,"A",.,"A",1231,"D","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",2448,"D","5","2","D",2,,"A",.,"A","04","D","2","D",.,"A","1","D",.,"A",.,"A",32000,"D",.,"A",.,"A","2",0,"D",17,"D",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",1300,"D",.,"A",.,"A",.,"A",442,"D",.,"A",.,.,.,.,.,100,2448,"D",2448,2448,2448,2448,2448,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,32000,"D",32000,32000,32000,32000,32000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585573,31,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","3","1","D","3","D","4","D","2","D",.,"A",,"A",.,"A",.,"C","3","D",40,"D",,"A",,"A","1","D",,"A",44,"D",.,"A",0,"D","5","2","D",3,,"A",.,"A","13","D","1","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"C",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,1512.2,"D",459,2594,1971,919,1618,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,19767.2,"D",6003,33907,25760,12015,21151,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585573,5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","4",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",4,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585593,34,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"B","2","D","1","1","D","1","D","4","D","2","D",.,"A",,"A",.,"A",999,"D","3","D",50,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",2754,"D","1",,"C",1,,"A",.,"A","01","D","2","D",.,"A","1","D",.,"A",.,"A",36000,"D",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,2754,"D",2754,2754,2754,2754,2754,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,36000,"D",36000,36000,36000,36000,36000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585593,39,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","1","D","3","D","3","D","2","D",.,"A",,"A",.,"A",4280,"D",,"A",40,"D",,"A",,"A","5","D","2","D",3,"D",.,"A",765,"D","1",,"A",2,,"B",.,"B","13","D","1","D",.,"A","2","D",.,"A",.,"A",10000,"D",.,"A",.,"A","1",0,"D",.,"A",0,"D",.,"A",.,"A","2","D",,"A",.,"A",,"B",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,2986.4,"D",1441,2391,2408,7441,1251,14520.4,"D",4421,10630,10737,43637,3177,201,.,"A",.,.,.,.,.,100,10000,"D",10000,10000,10000,10000,10000,100,2221.4,"D",676,1626,1643,6676,486,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585593,14,"D",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B",,"A","3","1","D","3","D","2","D",,"B",.,"A",,"A",.,"B",.,"B",,"A",40,"D",,"A",,"A","1","D",,"A",8,"D",.,"A",0,"D","5",,"A",3,,"A",.,"A","10","D",,"B",.,"B","1","D",.,"B",.,"A",.,"B",.,"A",.,"A","2",0,"D",.,"B",0,"D",.,"A",.,"A",,"A",,"B",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"B",.,"B",.,"B",.,"B",.,"A",.,.,.,.,.,100,146.6,"D",164,49,28,445,47,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,1916.6,"D",2142,636,372,5814,619,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
