"NEWID","AGE","AGE_","AMTFED","AMTFED_","ANFEDTX","ANFEDTX_","ANGOVRTX","ANGO_RTX","ANPRVPNX","ANPR_PNX","ANRRDEDX","ANRR_EDX","ANSLTX","ANSLTX_","ARM_FORC","ARM__ORC","CU_CODE","EARNER","EARNER_","EARNTYPE","EARN_YPE","EDUCA","EDUCA_","EMPLCONT","EMPL_ONT","FARMINCX","FARM_NCX","FARMLOSS","FARM_OSS","GOVRETX","GOVRETX_","GROSPAYX","GROS_AYX","IN_COLL","IN_COLL_","INC_HRSQ","INC__RSQ","INCMEDCR","INCM_DCR","INCNONWK","INCN_NWK","INCOMEY","INCOMEY_","INCORP","INCORP_","INCWEEKQ","INCW_EKQ","INDRETX","INDRETX_","JSSDEDX","JSSDEDX_","MARITAL","MEDICOV","MEDICOV_","MEMBNO","NFRMLOSS","NFRM_OSS","NONFARMX","NONF_RMX","OCCUCODE","OCCU_ODE","PAYPERD","PAYPERD_","PRIVPENX","PRIV_ENX","PWRKSTAT","PWRK_TAT","RRRDEDX","RRRDEDX_","RRRETIRX","RRRE_IRX","SALARYX","SALARYX_","SCHMLWKQ","SCHM_WKQ","SCHMLWKX","SCHM_WKX","SEX","SLFEMPSS","SLFE_PSS","SLTAXX","SLTAXX_","SOCRRX","SOCRRX_","SS_RRQ","SS_RRQ_","SSIX","SSIX_","SSNORM","SSNORM_","SALARYB","SALARYB_","SALARYBX","SALA_YBX","NONFARMB","NONF_RMB","NONFRMBX","NONF_MBX","FARMINCB","FARM_NCB","FRMINCBX","FRMI_CBX","RRRETIRB","RRRE_IRB","RRRETRBX","RRRE_RBX","SSIB","SSIB_","SSIBX","SSIBX_","HORIGIN","HISPANIC","HISP_NIC","MEMBRACE","RC_WHITE","RC_W_ITE","RC_BLACK","RC_B_ACK","RC_NATAM","RC_N_TAM","RC_ASIAN","RC_A_IAN","RC_PACIL","RC_P_CIL","RC_OTHER","RC_O_HER","RC_DK","RC_DK_","ASIAN","ASIAN_","ANFEDTXM","ANFE_TXM","ANGOVRTM","ANGO_RTM","ANPRVPNM","ANPR_PNM","ANRRDEDM","ANRR_EDM","ANSLTXM","ANSLTXM_","FARMINCM","FARM_NCM","FARMINC1","FARMINC2","FARMINC3","FARMINC4","FARMINC5","FARMINCI","JSSDEDXM","JSSD_DXM","JSSDEDX1","JSSDEDX2","JSSDEDX3","JSSDEDX4","JSSDEDX5","NONFARMM","NONF_RMM","NONFARM1","NONFARM2","NONFARM3","NONFARM4","NONFARM5","NONFARMI","RRRETIRM","RRRE_IRM","RRRETIR1","RRRETIR2","RRRETIR3","RRRETIR4","RRRETIR5","RRRETIRI","SALARYXM","SALA_YXM","SALARYX1","SALARYX2","SALARYX3","SALARYX4","SALARYX5","SALARYXI","SLFEMPSM","SLFE_PSM","SLFEMPS1","SLFEMPS2","SLFEMPS3","SLFEMPS4","SLFEMPS5","SOCRRXM","SOCRRXM_","SOCRRX1","SOCRRX2","SOCRRX3","SOCRRX4","SOCRRX5","SSIXM","SSIXM_","SSIX1","SSIX2","SSIX3","SSIX4","SSIX5","SSIXI"
2585593,7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",4,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585603,47,"D",.,"C",.,"B",.,"B",.,"A",.,"A",.,"B","2","D","1","1","D","3","D","6","D","2","D",.,"A",,"A",.,"C",.,"C","3","D",38,"D",,"A",,"A","3","D",,"A",36,"D",.,"A",0,"D","1","2","D",1,,"A",.,"A","04","D","2","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"C",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"B",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,1591,"D",309,3690,127,1632,2197,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,20798.4,"D",4039,48240,1655,21337,28721,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585603,50,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","1","D","1","D","6","D","2","D",.,"A",,"A",.,"A",.,"C","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"C",0,"D","1","2","D",2,,"A",.,"A","03","D","2","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"C",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,4525.6,"D",5409,8788,3282,3171,1978,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,60170.8,"D",70705,119934,42898,41455,25862,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585603,16,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","3","2","D",,"A","3","D",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A","3","D",,"A",,"A",0,"D",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585603,12,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",4,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585633,55,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","1","1","D","1","D","3","D","2","D",.,"A",,"A",.,"A",.,"C",,"A",38,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",1301,"D","1","1","D",1,,"A",.,"A","05","D","1","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","2",0,"D",.,"A",0,"D",.,"A",.,"A",,"A","04","D",17000,"D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,1380.6,"D",1460,1504,1191,1501,1247,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,18049.2,"D",19091,19664,15570,19620,16301,301,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585633,55,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","2","1","D","1","D","4","D","2","D",.,"A",,"A",.,"A",930,"D","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",1836,"D","1","1","D",2,,"A",.,"A","13","D","1","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","1",0,"D",.,"A",0,"D",.,"A",.,"A",,"A","05","D",24000,"D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,1921.2,"D",1737,1820,1662,2144,2243,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,25115.4,"D",22706,23787,21730,28032,29322,301,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585643,60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","2","D",,"A","7","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A",,"A","5","D",,"A",,"A",0,"D",.,"A",.,"A","2",,"A",1,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","1","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585653,38,"D",.,"C",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","1","1","D","1","D","7","D","2","D",.,"A",,"A",.,"A",.,"C","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",6120,"D","1","2","D",1,,"A",.,"A","06","D","2","D",.,"C","1","D",.,"A",.,"A",80000,"D",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"B",.,"A",.,"B",.,"A",.,.,.,.,.,100,6120,"D",6120,6120,6120,6120,6120,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,80000,"D",80000,80000,80000,80000,80000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585653,30,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","1","D","2","D","5","D","2","D",.,"A",,"A",.,"A",.,"C","3","D",25,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",1148,"D","1","2","D",2,,"A",.,"A","04","D","2","D",.,"A","1","D",.,"A",.,"A",15000,"D",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,1148,"D",1148,1148,1148,1148,1148,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,15000,"D",15000,15000,15000,15000,15000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585653,8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",12,"D",10,"D","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585653,5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",4,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585663,48,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","1","D","1","D","8","D",,"C",.,"A",,"A",.,"A",.,"C","3","D",60,"D",,"A",,"A","1","D",,"A",52,"D",63624,"T",13899,"T","1",,"A",1,,"A",.,"A","10","D",,"C",.,"A","1","D",.,"A",.,"A",265049,"T",.,"A",.,"A","1",0,"D",.,"A",0,"D",.,"A",.,"A",,"C",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,10597.7,"T",10598,10598,10598,10598,10598,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,214930.6,"T",214931,214931,214931,214931,214931,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585663,48,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","1","D","2","D","8","D",,"C",.,"A",,"A",.,"A",.,"C","3","D",20,"D",,"A",,"A","1","D",,"A",52,"D",10000,"D",9224,"D","1",,"A",2,,"A",.,"A","10","D",,"C",.,"A","1","D",.,"A",.,"A",150000,"D",.,"A",.,"A","2",0,"D",.,"A",0,"D",.,"A",.,"A",,"C",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,9224,"D",9224,9224,9224,9224,9224,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,150000,"D",150000,150000,150000,150000,150000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585663,11,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585663,8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",4,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585663,8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",5,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585663,7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",6,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585663,18,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","9","1","D","3","D","5","D",,"C",.,"A",,"A",.,"A",.,"C","3","D",45,"D",,"A",,"A","1","D",,"A",20,"D",.,"A",826,"D","5",,"A",8,,"A",.,"A","09","D",,"C",.,"A","1","D",.,"A",.,"A",10800,"D",.,"A",.,"A","2",0,"D",.,"A",0,"D",.,"A",.,"A",,"C",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,826,"D",826,826,826,826,826,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,10800,"D",10800,10800,10800,10800,10800,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585683,21,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","1","D","2","D","5","D","2","D",.,"A",,"A",.,"A",50,"D","1","D",25,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",153,"D","5",,"C",1,,"A",.,"A","07","D","2","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A","1","D","01","D",2000,"D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","2",,"A","2","D",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,137.2,"D",162,59,47,368,50,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,1791.8,"D",2114,774,609,4811,651,301,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585683,0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",2,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","2",,"A","2","D",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2585705,52,"D",500,"D",7581,"D",.,"A",.,"A",.,"A",7050,"D","2","D","1","1","D","1","D","4","D","1","D",.,"A",,"A",.,"A",3100,"D","3","D",42,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",3596,"D","3","2","D",1,,"A",.,"A","11","D","2","D",.,"A","1","D",.,"A",.,"A",47000,"D",.,"A",.,"A","2",0,"D",674,"T",0,"D",.,"A",.,"A","1","D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",7581,"D",.,"A",.,"A",.,"A",7050,"D",.,"A",.,.,.,.,.,100,3596,"D",3596,3596,3596,3596,3596,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,47000,"D",47000,47000,47000,47000,47000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585705,50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","0","2","D",,"A","4","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A",,"A","4","D",,"A",,"A",0,"D",.,"A",.,"A","4",,"A",2,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",0,"D",.,"A",13200,"D",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,0,"D",0,0,0,0,0,13200,"D",13200,13200,13200,13200,13200,100
2585713,18,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","2","D",,"A","3","D",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A","4","D",,"A",,"A",0,"D",.,"A",.,"A","5",,"A",1,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",0,"D",.,"A",7800,"D",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","1","D","6","1","D",,"A",,"A",,"A",,"A","6","D",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,0,"D",0,0,0,0,0,7800,"D",7800,7800,7800,7800,7800,100
2585723,29,"D",.,"C",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","1","1","D","1","D","7","D","1","D",.,"A",,"A",.,"A",.,"C","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",2678,"D","1","2","D",1,,"A",.,"A","04","D","2","D",43,"D","1","D",.,"A",.,"A",35000,"D",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","4",,"A",,"A",,"A","4","D",,"A",,"A",,"A","2","D",.,"B",.,"A",.,"B",.,"A",.,"B",.,"A",.,.,.,.,.,100,2678,"D",2678,2678,2678,2678,2678,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,35000,"D",35000,35000,35000,35000,35000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585723,29,"D",.,"C",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","2","1","D","1","D","4","D","1","D",.,"A",,"A",.,"A",.,"C","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",2142,"D","1","2","D",2,,"A",.,"A","13","D","2","D",25,"D","1","D",.,"A",.,"A",28000,"D",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","6","1","D",,"A",,"A","4","D",,"A",,"A",,"A","2","D",.,"B",.,"A",.,"B",.,"A",.,"B",.,"A",.,.,.,.,.,100,2142,"D",2142,2142,2142,2142,2142,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,28000,"D",28000,28000,28000,28000,28000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2585723,1,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","6","1","D",,"A",,"A","4","D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
