"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TELBSNZ","TELBSNZ_","TELRESD","TELRESD_","TELCELL","TELCELL_","TINTNET","TINTNET_","TCABLE","TCABLE_","BILPERD","BILPERD_","QADINE1X","QADI_E1X","QADINE2X","QADI_E2X","QADINE3X","QADI_E3X","QADCAB1X","QADC_B1X","QADCAB2X","QADC_B2X","QADCAB3X","QADC_B3X","TELRES1X","TELR_S1X","TELRES2X","TELR_S2X","TELRES3X","TELR_S3X","TELCEL1X","TELC_L1X","TELCEL2X","TELC_L2X","TELCEL3X","TELC_L3X","QADAPG1X","QADA_G1X","QADAPG2X","QADA_G2X","QADAPG3X","QADA_G3X","TELBLPRS","TELB_PRS"
"20161","03089444",22,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",0,"F",40,"F",40,"F",.,"A",.,"A",.,"A",100,"F",60,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03089444",23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",,"A"
"20161","03089474",9,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",82,"F",82,"F",82,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20161","03089514",32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",,"A"
"20161","03089614",24,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",78,"D",78,"D",78,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"F",20,"F",20,"F",.,"A",.,"A",.,"A","1","D"
"20161","03089654",50,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",0,"F",0,"F",20,"F",98,"F",98,"F",78,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03089654",51,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",146,"D",146,"D",146,"D",.,"A",.,"A",.,"A",,"A"
"20161","03089754",13,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"F",25,"F",25,"F",0,"F",0,"F",0,"F","2","D"
"20161","03089794",42,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",107,"D",107,"D",107,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03089794",43,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",170,"F",170,"F",170,"F",30,"F",30,"F",30,"F","2","D"
"20161","03089814",22,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",10,"F",60,"F",60,"F",20,"F",80,"F",80,"F",130,"F",20,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03089814",23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",,"A"
"20161","03089834",15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",,"A"
"20161","03089964",22,0,"1",.,"A","1","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",28,"G",29,"G",27,"G",82,"G",81,"G",83,"G",.,"A",.,"A",.,"A",,"A"
"20161","03090084",13,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",20,"F",20,"F",20,"F",81,"F",81,"F",81,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03090094",27,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"D",160,"D",160,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090134",15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090134",16,0,"1",.,"A",,"A","2","D","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",,"A"
"20161","03090224",38,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",52,"D",52,"D",52,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090234",16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090244",64,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",5,"D",5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03090244",65,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",41,"D",33,"D",33,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090274",7,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090284",20,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"D",85,"D",85,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090294",34,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",120,"D",120,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090294",35,0,"1",.,"A","1","D",,"A","2","D","2","D","4","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03090314",37,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",73,"F",73,"F",73,"F",0,"F",0,"F",0,"F","2","D"
"20161","03090314",38,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",32,"D",32,"D",32,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03090384",22,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"D",85,"D",85,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03090394",33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",215,"D",215,"D",215,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090424",18,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090534",53,0,"1",.,"A","1","D","2","D","1","D","2","D",,"A",175,"F",0,"F",256,"V",.,"A",.,"A",.,"A",54,"G",108,"G",70,"G",138,"G",271,"G",179,"G",.,"A",.,"A",.,"A","2","D"
"20161","03090534",54,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",12,"D",12,"D",12,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090574",28,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",15,"F",45,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",97,"F",67,"F",72,"F",.,"A",.,"A",.,"A","2","D"
"20161","03090574",29,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A","2","D"
"20161","03090624",14,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",70,"F",95,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"F",50,"F",25,"F",.,"A",.,"A",.,"A","2","D"
"20161","03090624",15,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A","2","D"
"20161","03090694",15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",120,"D",120,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090724",38,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03090724",39,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090834",35,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",216,"D",216,"D",216,"D",.,"A",.,"A",.,"A",,"A"
"20161","03090854",26,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03090864",16,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",95,"D",95,"D",95,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03090914",44,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",75,"F",75,"F",75,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03090934",33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",240,"D",240,"D",.,"A",.,"A",.,"A",,"A"
"20161","03091004",12,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",70,"D",70,"D",70,"D",.,"A",.,"A",.,"A",,"A"
"20161","03091054",19,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",47,"D",47,"D",47,"D",.,"A",.,"A",.,"A",,"A"
"20161","03091054",20,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"D",160,"D",160,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03091114",18,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",102,"D",102,"D",102,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03091144",76,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A",79,"F",116,"F",92,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20161","03091144",77,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",106,"D",109,"D",114,"D",.,"A",.,"A",.,"A",,"A"
"20161","03091194",17,0,"1",.,"A","1","D","2","D","1","D","2","D",,"A",70,"F",65,"F",70,"F",.,"A",.,"A",.,"A",45,"G",46,"G",45,"G",85,"G",89,"G",85,"G",.,"A",.,"A",.,"A","2","D"
"20161","03091244",56,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",35,"F",35,"F",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",125,"F",125,"F",125,"F",.,"A",.,"A",.,"A","2","D"
"20161","03091264",25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A",,"A"
"20161","03091364",29,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",28,"F",28,"F",70,"F",46,"F",46,"F",30,"F",36,"F",36,"F",10,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03091364",30,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",55,"F",45,"F",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",40,"F",35,"F",.,"A",.,"A",.,"A","2","D"
"20161","03091364",31,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",25,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"F",125,"F",150,"F",.,"A",.,"A",.,"A","2","D"
"20161","03091364",32,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",50,"F",23,"F",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",57,"F",30,"F",.,"A",.,"A",.,"A","2","D"
"20161","03091374",13,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",40,"F",40,"F",53,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",140,"F",140,"F",127,"F",.,"A",.,"A",.,"A","2","D"
"20161","03091404",23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",90,"D",90,"D",.,"A",.,"A",.,"A",,"A"
"20161","03091404",24,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03091434",60,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",60,"F",2,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"F",93,"F",35,"F",.,"A",.,"A",.,"A","1","D"
"20161","03091454",23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A",,"A"
"20161","03091474",44,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",195,"D",195,"D",195,"D",.,"A",.,"A",.,"A",,"A"
"20161","03091534",20,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",135,"D",135,"D",135,"D",.,"A",.,"A",.,"A",,"A"
"20161","03091544",43,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",30,"F",50,"F",30,"F",100,"F",100,"F",100,"F",40,"F",20,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03091594",56,0,"1",.,"A",,"A","2","D","2","D","2","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",234,"D",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03091594",57,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",42,"F",80,"F",50,"F",60,"F",110,"F",108,"F",84,"F",1,"F",33,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03091654",19,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",55,"F",45,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",40,"F",45,"F",.,"A",.,"A",.,"A","2","D"
"20161","03091824",37,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",24,"F",24,"F",24,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03091834",16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",5,"D",5,"D",.,"A",.,"A",.,"A",,"A"
"20161","03091864",43,0,"1",.,"A","1","D","2","D","1","D","1","D",,"A",0,"F",150,"F",150,"F",0,"F",150,"F",150,"F",100,"G",.,"A",.,"A",184,"G",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03091874",14,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",10,"F",10,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"F",25,"F",25,"F",.,"A",.,"A",.,"A","2","D"
"20161","03092044",9,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",40,"F",40,"F",99,"F",99,"F",99,"F",65,"F",65,"F",65,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03092064",12,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",28,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03092094",24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",143,"D",156,"D",135,"D",.,"A",.,"A",.,"A",,"A"
"20161","03092144",35,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A",,"A"
"20161","03092334",10,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",32,"F",32,"F",32,"F",.,"A",.,"A",.,"A",36,"F",36,"F",36,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03092334",11,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",22,"D",22,"D",22,"D",.,"A",.,"A",.,"A",,"A"
"20161","03092344",32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",104,"D",104,"D",104,"D",.,"A",.,"A",.,"A",,"A"
"20161","03092344",33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",107,"D",107,"D",107,"D",.,"A",.,"A",.,"A",,"A"
"20161","03092344",34,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",30,"F",50,"F",30,"F",30,"F",60,"F",30,"F",80,"F",30,"F",80,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03092364",20,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",25,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"F",95,"F",95,"F",.,"A",.,"A",.,"A","2","D"
"20161","03092364",21,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",30,"F",30,"F",30,"F",69,"F",69,"F",69,"F",26,"F",26,"F",26,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03092394",32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",,"A"
"20161","03092404",26,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03092404",27,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",12,"D",12,"D",12,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03092444",44,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03092444",45,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A",,"A"
"20161","03092454",22,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",40,"F",53,"F",53,"F",.,"A",.,"A",.,"A",140,"F",127,"F",127,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03092564",57,0,"1",0.8,"D","1","D",,"A","1","D","1","D",,"A",0,"F",0,"F",0,"F",24,"F",24,"F",24,"F",10,"F",10,"F",10,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
